ZCTA Name,Median Household Income,Population Below Poverty Level,Total Population for Poverty Determination,state,ZCTA,Poverty Rate (%)
ZCTA5 92060,81225,10,166,06,92060,6.024096385542169
ZCTA5 92061,44423,523,2646,06,92061,19.76568405139834
ZCTA5 92064,108030,2953,49268,06,92064,5.993748477713729
ZCTA5 92065,98366,2199,37315,06,92065,5.8930724909553795
ZCTA5 92066,60938,159,693,06,92066,22.943722943722943
ZCTA5 92067,174107,1036,7712,06,92067,13.433609958506224
ZCTA5 92069,71488,6095,50143,06,92069,12.15523602496859
ZCTA5 92070,55417,120,773,06,92070,15.523932729624837
ZCTA5 92071,87334,4038,55521,06,92071,7.272923758577836
ZCTA5 92075,106934,712,12752,06,92075,5.583437892095358
ZCTA5 92078,85335,4960,49654,06,92078,9.989124743223105
ZCTA5 92081,82989,2129,28697,06,92081,7.418893961041224
ZCTA5 92082,95889,1794,18553,06,92082,9.669595213712068
ZCTA5 92083,67693,5435,39156,06,92083,13.880375932168763
ZCTA5 92084,73645,6164,51027,06,92084,12.079879279597076
ZCTA5 92086,41083,174,1467,06,92086,11.860940695296524
ZCTA5 92091,155789,138,1313,06,92091,10.51028179741051
ZCTA5 92101,71925,6391,38963,06,92101,16.40274106203321
ZCTA5 92102,51744,9335,43686,06,92102,21.36840177631278
ZCTA5 92103,78720,2961,34119,06,92103,8.67844895805856
ZCTA5 92104,67668,4992,45406,06,92104,10.994141743381931
ZCTA5 92105,43282,19647,73094,06,92105,26.879087202779985
ZCTA5 92106,103840,1095,18258,06,92106,5.997371015445284
ZCTA5 92107,85299,2706,30023,06,92107,9.013089964360658
ZCTA5 92108,75296,2917,22250,06,92108,13.110112359550563
ZCTA5 92109,80467,4799,46967,06,92109,10.217812506653608
ZCTA5 92110,73651,3522,26446,06,92110,13.317704000605007
ZCTA5 92111,74217,6534,49663,06,92111,13.156675996214487
ZCTA5 92113,40310,13680,51797,06,92113,26.41079599204587
ZCTA5 92114,66015,9016,68481,06,92114,13.165695594398446
ZCTA5 92115,51636,15713,60793,06,92115,25.84672577434902
ZCTA5 92116,74559,3531,33383,06,92116,10.57723991253033
ZCTA5 92117,86243,5493,56916,06,92117,9.651064726966055
ZCTA5 92118,108967,1172,20296,06,92118,5.774536854552621
ZCTA5 92119,92500,1951,24719,06,92119,7.892714106557709
ZCTA5 92120,97747,2782,30475,06,92120,9.128794093519279
ZCTA5 92121,107786,843,4724,06,92121,17.845046570702795
ZCTA5 92122,79816,11879,47991,06,92122,24.752557771248775
ZCTA5 92123,81899,3672,31746,06,92123,11.566811566811566
ZCTA5 92124,93147,2581,32546,06,92124,7.930314017083513
ZCTA5 92126,96915,5909,80244,06,92126,7.36379043916056
ZCTA5 92127,138338,1923,49323,06,92127,3.8987896113375102
ZCTA5 92128,103238,2669,51056,06,92128,5.22759323096208
ZCTA5 92129,125250,3142,54698,06,92129,5.744268529013858
ZCTA5 92130,155452,2964,56134,06,92130,5.2802223251505325
ZCTA5 92131,137500,1263,34629,06,92131,3.6472320887117737
ZCTA5 92132,-666666666,0,0,06,92132,
ZCTA5 92134,-666666666,0,0,06,92134,
ZCTA5 92135,-666666666,0,0,06,92135,
ZCTA5 92139,69541,3412,35866,06,92139,9.5131879774717
ZCTA5 92140,-666666666,0,0,06,92140,
ZCTA5 92145,202266,14,1883,06,92145,0.7434944237918215
ZCTA5 92147,-666666666,0,0,06,92147,
ZCTA5 92154,66498,10096,84424,06,92154,11.958684734198807
ZCTA5 92155,-666666666,0,0,06,92155,
ZCTA5 92173,46549,6595,30910,06,92173,21.336137172436104
ZCTA5 92201,45848,12611,64894,06,92201,19.43322957438284
ZCTA5 92203,71711,3263,31020,06,92203,10.519019987105093
ZCTA5 92210,103750,315,5138,06,92210,6.130790190735695
ZCTA5 92211,63936,2535,24994,06,92211,10.142434184204209
ZCTA5 92220,42963,6883,32368,06,92220,21.264829461196243
ZCTA5 92222,-666666666,0,0,06,92222,
ZCTA5 92223,80148,6279,55004,06,92223,11.415533415751582
ZCTA5 92225,44647,4018,16078,06,92225,24.99067048140316
ZCTA5 92227,43061,9032,27080,06,92227,33.353028064992614
ZCTA5 92230,49286,573,2668,06,92230,21.476761619190405
ZCTA5 92231,43504,9070,39845,06,92231,22.763207428786547
ZCTA5 92233,37009,1133,3407,06,92233,33.2550631053713
ZCTA5 92234,46521,10901,54304,06,92234,20.074027695934003
ZCTA5 92236,34436,9818,45403,06,92236,21.624121754069115
ZCTA5 92239,32396,5,215,06,92239,2.3255813953488373
ZCTA5 92240,37060,9939,35108,06,92240,28.309786943146857
ZCTA5 92241,30933,1667,7686,06,92241,21.6887848035389
ZCTA5 92242,33276,219,1312,06,92242,16.692073170731707
ZCTA5 92243,48290,12103,48818,06,92243,24.792084886722108
ZCTA5 92249,47021,1534,7830,06,92249,19.59131545338442
ZCTA5 92250,51250,1893,8655,06,92250,21.871750433275565
ZCTA5 92251,83566,1582,20033,06,92251,7.896969999500823
ZCTA5 92252,38333,2403,9231,06,92252,26.03184920376991
ZCTA5 92253,79027,4451,40786,06,92253,10.913058402392977
ZCTA5 92254,24194,3427,9779,06,92254,35.04448307597914
ZCTA5 92256,53500,400,3100,06,92256,12.903225806451612
ZCTA5 92257,20976,616,1281,06,92257,48.08743169398907
ZCTA5 92258,10938,345,559,06,92258,61.71735241502684
ZCTA5 92259,-666666666,33,121,06,92259,27.27272727272727
ZCTA5 92260,56898,4857,34452,06,92260,14.097875304771856
ZCTA5 92262,52092,5645,28450,06,92262,19.84182776801406
ZCTA5 92264,53778,3047,19919,06,92264,15.296952658265978
ZCTA5 92266,19438,0,112,06,92266,0.0
ZCTA5 92267,-666666666,0,6,06,92267,0.0
ZCTA5 92268,42401,44,455,06,92268,9.670329670329672
ZCTA5 92270,78682,2093,18102,06,92270,11.562258313998454
ZCTA5 92273,29595,704,2010,06,92273,35.02487562189055
ZCTA5 92274,28660,5890,15307,06,92274,38.47912719670739
ZCTA5 92275,30660,485,2632,06,92275,18.42705167173252
ZCTA5 92276,52333,867,6741,06,92276,12.861593235425012
ZCTA5 92277,43080,5686,22992,06,92277,24.7303409881698
ZCTA5 92278,51818,0,1522,06,92278,0.0
ZCTA5 92280,-666666666,0,0,06,92280,
ZCTA5 92281,33214,810,2533,06,92281,31.97789182787209
ZCTA5 92282,38396,406,1372,06,92282,29.591836734693878
ZCTA5 92283,22100,733,1648,06,92283,44.478155339805824
ZCTA5 92284,42360,5498,25978,06,92284,21.164061898529525
ZCTA5 92285,31810,768,2415,06,92285,31.801242236024844
ZCTA5 92301,44574,8905,31381,06,92301,28.377043433924985
ZCTA5 92304,-666666666,10,23,06,92304,43.47826086956522
ZCTA5 92305,70250,125,657,06,92305,19.025875190258752
ZCTA5 92307,60732,6534,38772,06,92307,16.852367688022284
ZCTA5 92308,52330,7301,41839,06,92308,17.45022586581897
ZCTA5 92309,36528,145,572,06,92309,25.34965034965035
ZCTA5 92310,54787,745,8267,06,92310,9.01173339784686
ZCTA5 92311,43395,10608,32959,06,92311,32.18544251949392
ZCTA5 92313,71971,1075,12457,06,92313,8.629686120253673
ZCTA5 92314,53932,1915,11305,06,92314,16.93940734188412
ZCTA5 92315,51155,936,5226,06,92315,17.91044776119403
ZCTA5 92316,57772,5293,28581,06,92316,18.519296035828
ZCTA5 92320,56051,887,8719,06,92320,10.17318499827962
ZCTA5 92321,47222,125,1024,06,92321,12.20703125
ZCTA5 92322,-666666666,166,672,06,92322,24.702380952380953
ZCTA5 92324,54435,8534,59622,06,92324,14.313508436483177
ZCTA5 92325,64667,1077,7889,06,92325,13.651920395487387
ZCTA5 92327,31058,320,737,06,92327,43.419267299864316
ZCTA5 92328,43750,56,438,06,92328,12.785388127853881
ZCTA5 92332,-666666666,0,97,06,92332,0.0
ZCTA5 92333,74779,15,392,06,92333,3.826530612244898
ZCTA5 92335,53099,19010,98625,06,92335,19.275031685678073
ZCTA5 92336,92569,8338,97566,06,92336,8.546009880491155
ZCTA5 92337,83081,3760,39008,06,92337,9.639048400328138
ZCTA5 92338,-666666666,0,0,06,92338,
ZCTA5 92339,73438,94,1077,06,92339,8.72794800371402
ZCTA5 92341,-666666666,85,222,06,92341,38.288288288288285
ZCTA5 92342,69882,680,6701,06,92342,10.147739143411432
ZCTA5 92344,83095,1513,23340,06,92344,6.482433590402742
ZCTA5 92345,51118,17976,81648,06,92345,22.016460905349795
ZCTA5 92346,66560,9921,58711,06,92346,16.89802592359183
ZCTA5 92347,38438,148,676,06,92347,21.893491124260358
ZCTA5 92352,82398,630,5578,06,92352,11.294370742201506
ZCTA5 92354,57855,3067,21229,06,92354,14.447218427622591
ZCTA5 92356,31008,2582,6503,06,92356,39.70475165308319
ZCTA5 92358,32500,198,722,06,92358,27.42382271468144
ZCTA5 92359,65352,743,9088,06,92359,8.175616197183098
ZCTA5 92363,33942,1401,5322,06,92363,26.324689966178127
ZCTA5 92364,-666666666,6,6,06,92364,100.0
ZCTA5 92365,53300,613,2661,06,92365,23.036452461480646
ZCTA5 92368,31000,383,1003,06,92368,38.18544366899302
ZCTA5 92371,57692,3558,18219,06,92371,19.52906306602997
ZCTA5 92372,54493,430,6071,06,92372,7.0828529072640425
ZCTA5 92373,78484,3256,32832,06,92373,9.917153996101364
ZCTA5 92374,71245,5578,41355,06,92374,13.488090920082216
ZCTA5 92376,56013,14976,85624,06,92376,17.490423245818928
ZCTA5 92377,86784,1516,20431,06,92377,7.420096911555969
ZCTA5 92378,65208,0,234,06,92378,0.0
ZCTA5 92382,58750,608,4452,06,92382,13.656783468104223
ZCTA5 92384,144688,0,17,06,92384,0.0
ZCTA5 92385,-666666666,61,216,06,92385,28.240740740740737
ZCTA5 92386,41840,368,2248,06,92386,16.370106761565836
ZCTA5 92389,30577,30,168,06,92389,17.857142857142858
ZCTA5 92391,48233,522,1959,06,92391,26.64624808575804
ZCTA5 92392,62961,7949,57646,06,92392,13.789334906151337
ZCTA5 92394,53107,7352,30843,06,92394,23.836851149369387
ZCTA5 92395,50404,10071,43427,06,92395,23.190641766642873
ZCTA5 92397,68640,556,4549,06,92397,12.222466476148604
ZCTA5 92398,56757,524,2195,06,92398,23.87243735763098
ZCTA5 92399,69745,5556,53685,06,92399,10.34925956971221
ZCTA5 92401,22500,876,2238,06,92401,39.14209115281501
ZCTA5 92404,46770,14505,60834,06,92404,23.843574316993788
ZCTA5 92405,42022,8316,29757,06,92405,27.946365561044463
ZCTA5 92407,68281,12330,64055,06,92407,19.249082819452035
ZCTA5 92408,42595,3752,12738,06,92408,29.455173496624276
ZCTA5 92410,35358,15475,44654,06,92410,34.655350024633854
ZCTA5 92411,41984,7338,25451,06,92411,28.83187301088366
ZCTA5 92501,61630,2850,20842,06,92501,13.674311486421647
ZCTA5 92503,71542,11288,94767,06,92503,11.911319341120855
ZCTA5 92504,63581,7693,56696,06,92504,13.5688584732609
ZCTA5 92505,70854,6066,52432,06,92505,11.569270674397314
ZCTA5 92506,98111,4097,45688,06,92506,8.967343722640518
ZCTA5 92507,51288,11874,50863,06,92507,23.3450641920453
ZCTA5 92508,116976,3057,38313,06,92508,7.979014955759142
ZCTA5 92509,68210,11844,80639,06,92509,14.687682138915415
ZCTA5 92518,70365,140,946,06,92518,14.799154334038056
ZCTA5 92530,57286,9342,57864,06,92530,16.144753214433845
ZCTA5 92532,87636,3587,25809,06,92532,13.898252547560928
ZCTA5 92536,59960,468,3076,06,92536,15.214564369310793
ZCTA5 92539,43036,847,4536,06,92539,18.67283950617284
ZCTA5 92543,33319,10422,37721,06,92543,27.62917207921317
ZCTA5 92544,52744,9747,49558,06,92544,19.667863917026516
ZCTA5 92545,46904,6026,41479,06,92545,14.527833361460015
ZCTA5 92548,50464,1269,7859,06,92548,16.147092505407812
ZCTA5 92549,78977,385,2507,06,92549,15.357000398883129
ZCTA5 92551,66370,4472,33906,06,92551,13.1894060048369
ZCTA5 92553,51516,15209,75428,06,92553,20.163599724240335
ZCTA5 92555,87338,3651,44294,06,92555,8.24265137490405
ZCTA5 92557,73661,6505,53144,06,92557,12.2403281649857
ZCTA5 92561,81667,278,1462,06,92561,19.015047879616965
ZCTA5 92562,92093,4541,63954,06,92562,7.100415923945336
ZCTA5 92563,96929,4280,68051,06,92563,6.289400596611365
ZCTA5 92567,68516,2116,10593,06,92567,19.975455489474182
ZCTA5 92570,60789,11780,60056,06,92570,19.615025975755962
ZCTA5 92571,64583,8931,56920,06,92571,15.690442726633872
ZCTA5 92582,70642,1975,17054,06,92582,11.58086079512138
ZCTA5 92583,44756,6429,32581,06,92583,19.732359350541724
ZCTA5 92584,95242,4033,54110,06,92584,7.45333579744964
ZCTA5 92585,73682,2651,21780,06,92585,12.171717171717173
ZCTA5 92586,40757,2125,19196,06,92586,11.07001458637216
ZCTA5 92587,83943,2075,17224,06,92587,12.047143520668834
ZCTA5 92590,68125,1037,5140,06,92590,20.17509727626459
ZCTA5 92591,88034,3166,41523,06,92591,7.62468993088168
ZCTA5 92592,105279,4872,84453,06,92592,5.768889204646372
ZCTA5 92595,78057,3600,33469,06,92595,10.75622217574472
ZCTA5 92596,101903,3014,32018,06,92596,9.413454931600974
ZCTA5 92602,100745,2140,22973,06,92602,9.315283158490402
ZCTA5 92603,146505,1096,19546,06,92603,5.607285378082472
ZCTA5 92604,106821,2949,28898,06,92604,10.204858467714029
ZCTA5 92606,102991,3339,26151,06,92606,12.768154181484457
ZCTA5 92610,129270,408,16360,06,92610,2.493887530562347
ZCTA5 92612,83942,9309,32075,06,92612,29.022603273577552
ZCTA5 92614,104021,3533,27170,06,92614,13.003312476996687
ZCTA5 92617,36824,5071,10894,06,92617,46.548558839728294
ZCTA5 92618,107353,4299,48266,06,92618,8.906890979157172
ZCTA5 92620,115826,4713,52544,06,92620,8.969625456760049
ZCTA5 92624,98689,324,6301,06,92624,5.1420409458816065
ZCTA5 92625,155372,663,12373,06,92625,5.358441768366605
ZCTA5 92626,88398,4454,50176,06,92626,8.876753826530612
ZCTA5 92627,79790,8835,62375,06,92627,14.164328657314629
ZCTA5 92629,99838,1382,26847,06,92629,5.147688754795694
ZCTA5 92630,97554,5076,59234,06,92630,8.569402707904244
ZCTA5 92637,44020,1835,16010,06,92637,11.46158650843223
ZCTA5 92646,98882,3293,55727,06,92646,5.909164318911838
ZCTA5 92647,87237,6885,61904,06,92647,11.122059963814939
ZCTA5 92648,95857,2894,45957,06,92648,6.297190852318471
ZCTA5 92649,100341,2959,35133,06,92649,8.422281046309738
ZCTA5 92651,132222,1448,24681,06,92651,5.866861148251692
ZCTA5 92653,101735,2411,29805,06,92653,8.089246770676061
ZCTA5 92655,40529,2468,8365,06,92655,29.50388523610281
ZCTA5 92656,111690,2557,51800,06,92656,4.936293436293436
ZCTA5 92657,204291,580,9802,06,92657,5.9171597633136095
ZCTA5 92660,123955,2780,35408,06,92660,7.851333032083145
ZCTA5 92661,123558,473,3445,06,92661,13.730043541364296
ZCTA5 92662,117969,74,2519,06,92662,2.9376736800317587
ZCTA5 92663,106526,1511,21659,06,92663,6.976314695969343
ZCTA5 92672,87455,2337,34218,06,92672,6.829738733999649
ZCTA5 92673,151007,1071,30597,06,92673,3.5003431708991077
ZCTA5 92675,94429,2946,38709,06,92675,7.610633186080756
ZCTA5 92676,104779,70,2060,06,92676,3.3980582524271843
ZCTA5 92677,108252,4766,66205,06,92677,7.198852050449362
ZCTA5 92678,109750,42,553,06,92678,7.59493670886076
ZCTA5 92679,175027,946,32585,06,92679,2.903176308117232
ZCTA5 92683,62617,14036,90773,06,92683,15.462747733356835
ZCTA5 92688,116064,1798,44811,06,92688,4.012407667760148
ZCTA5 92691,117517,2624,50395,06,92691,5.2068657604921125
ZCTA5 92692,117828,2757,46702,06,92692,5.9033874352276134
ZCTA5 92694,166015,797,29484,06,92694,2.70316103649437
ZCTA5 92701,52372,11734,54566,06,92701,21.504233405417292
ZCTA5 92703,61584,11681,66197,06,92703,17.645814765019562
ZCTA5 92704,69272,12485,87758,06,92704,14.226623213838055
ZCTA5 92705,108786,3977,46974,06,92705,8.466385660152424
ZCTA5 92706,70201,5343,35246,06,92706,15.159166997673495
ZCTA5 92707,77505,7164,60226,06,92707,11.89519476637997
ZCTA5 92708,92301,4438,56656,06,92708,7.833239197966677
ZCTA5 92780,75378,6941,59177,06,92780,11.729219122294134
ZCTA5 92782,118438,1349,23043,06,92782,5.854272447163997
ZCTA5 92801,63046,11046,66076,06,92801,16.717113626732854
ZCTA5 92802,60170,8313,41376,06,92802,20.091357308584687
ZCTA5 92804,65786,12410,88075,06,92804,14.090263979562872
ZCTA5 92805,66253,13514,73835,06,92805,18.302972844856775
ZCTA5 92806,68973,5561,39175,06,92806,14.195277600510531
ZCTA5 92807,113323,1765,35557,06,92807,4.963860843153247
ZCTA5 92808,128378,756,20483,06,92808,3.6908655958599814
ZCTA5 92821,91531,2607,37634,06,92821,6.927246638677792
ZCTA5 92823,151071,130,4872,06,92823,2.668308702791461
ZCTA5 92831,70725,5595,35525,06,92831,15.749472202674172
ZCTA5 92832,65455,4866,25489,06,92832,19.09058809682608
ZCTA5 92833,82465,4824,52211,06,92833,9.23943230353757
ZCTA5 92835,113345,1478,23055,06,92835,6.410756885708089
ZCTA5 92840,72926,6233,54287,06,92840,11.481570173338
ZCTA5 92841,62339,6083,33548,06,92841,18.132228448789796
ZCTA5 92843,63248,6418,46488,06,92843,13.805713302357598
ZCTA5 92844,58463,4557,23150,06,92844,19.68466522678186
ZCTA5 92845,106269,724,16198,06,92845,4.469687615755031
ZCTA5 92860,102345,1790,24001,06,92860,7.4580225823924
ZCTA5 92861,169125,382,5822,06,92861,6.561319134318104
ZCTA5 92865,104103,1724,20517,06,92865,8.402787931958864
ZCTA5 92866,74331,3447,15494,06,92866,22.247321543823414
ZCTA5 92867,95591,5241,42237,06,92867,12.408551743731799
ZCTA5 92868,64949,3802,23085,06,92868,16.469568984188868
ZCTA5 92869,111835,2555,36467,06,92869,7.006334494200236
ZCTA5 92870,94908,4498,53301,06,92870,8.43886606255042
ZCTA5 92879,69801,6485,47629,06,92879,13.615654328245396
ZCTA5 92880,107076,4606,69487,06,92880,6.628578007397066
ZCTA5 92881,107886,2284,33435,06,92881,6.831164946911919
ZCTA5 92882,80424,7362,72864,06,92882,10.103754940711463
ZCTA5 92883,111149,1606,35762,06,92883,4.490800290811476
ZCTA5 92886,125359,2365,50434,06,92886,4.689296902882976
ZCTA5 92887,139872,797,20000,06,92887,3.9849999999999994
ZCTA5 93001,68356,4373,32318,06,93001,13.531159106380345
ZCTA5 93003,78899,3851,50352,06,93003,7.648156974896728
ZCTA5 93004,90018,2042,31344,06,93004,6.514803471158754
ZCTA5 93010,93534,3847,45116,06,93010,8.526908413866478
ZCTA5 93012,102480,1838,33516,06,93012,5.483947965150972
ZCTA5 93013,81216,1159,16575,06,93013,6.9924585218702875
ZCTA5 93015,76334,1660,17902,06,93015,9.272706960116189
ZCTA5 93021,107363,1679,38565,06,93021,4.353688577725917
ZCTA5 93022,84043,378,7170,06,93022,5.2719665271966525
ZCTA5 93023,77530,1278,19751,06,93023,6.4705584527365705
ZCTA5 93030,73093,8080,57676,06,93030,14.009293293570982
ZCTA5 93033,63204,15137,83714,06,93033,18.0818023269704
ZCTA5 93035,92109,1909,29227,06,93035,6.531631710404763
ZCTA5 93036,77158,5259,47958,06,93036,10.965845114475165
ZCTA5 93040,48864,320,1821,06,93040,17.57276221856123
ZCTA5 93041,63387,2773,22702,06,93041,12.214782838516431
ZCTA5 93042,-666666666,0,0,06,93042,
ZCTA5 93043,-666666666,0,139,06,93043,0.0
ZCTA5 93060,62789,4388,33082,06,93060,13.264010640227314
ZCTA5 93063,96400,3951,56250,06,93063,7.024
ZCTA5 93064,-666666666,0,0,06,93064,
ZCTA5 93065,101102,4212,71583,06,93065,5.884078622019195
ZCTA5 93066,106875,153,3209,06,93066,4.767840448737925
ZCTA5 93067,48828,10,410,06,93067,2.4390243902439024
ZCTA5 93101,60612,5356,31159,06,93101,17.189255110882893
ZCTA5 93103,92101,1824,20320,06,93103,8.976377952755906
ZCTA5 93105,94556,2122,28066,06,93105,7.56074966151215
ZCTA5 93108,149829,649,9273,06,93108,6.998813760379596
ZCTA5 93109,90341,1696,10758,06,93109,15.765012084030488
ZCTA5 93110,87111,1485,15697,06,93110,9.4604064470918
ZCTA5 93111,109561,1270,17085,06,93111,7.433421129645888
ZCTA5 93117,66151,12957,47566,06,93117,27.240045410587392
ZCTA5 93201,41000,546,1580,06,93201,34.55696202531646
ZCTA5 93202,50590,798,4170,06,93202,19.136690647482013
ZCTA5 93203,38985,6665,22471,06,93203,29.660451248275553
ZCTA5 93204,41114,3602,9989,06,93204,36.05966563219541
ZCTA5 93205,22438,958,2030,06,93205,47.19211822660099
ZCTA5 93206,38542,612,1697,06,93206,36.063641720683556
ZCTA5 93207,20667,69,231,06,93207,29.87012987012987
ZCTA5 93208,2499,64,106,06,93208,60.37735849056604
ZCTA5 93210,61038,3008,14668,06,93210,20.507226615762203
ZCTA5 93212,38521,4547,14174,06,93212,32.07986454070834
ZCTA5 93215,43520,10676,47112,06,93215,22.660893190694516
ZCTA5 93218,28750,312,871,06,93218,35.82089552238806
ZCTA5 93219,32278,3254,10201,06,93219,31.898833447701207
ZCTA5 93220,-666666666,65,65,06,93220,100.0
ZCTA5 93221,49354,3173,14049,06,93221,22.585237383443662
ZCTA5 93222,52990,281,1583,06,93222,17.751105495893874
ZCTA5 93223,39720,3064,10617,06,93223,28.859376471696336
ZCTA5 93224,45000,119,471,06,93224,25.265392781316347
ZCTA5 93225,45818,883,4772,06,93225,18.503772003352893
ZCTA5 93226,66719,6,121,06,93226,4.958677685950414
ZCTA5 93230,62239,9813,67107,06,93230,14.62291564218338
ZCTA5 93234,26054,3316,7355,06,93234,45.084976206662134
ZCTA5 93235,38859,945,4215,06,93235,22.419928825622776
ZCTA5 93238,-666666666,127,673,06,93238,18.87072808320951
ZCTA5 93239,55082,352,1246,06,93239,28.25040128410915
ZCTA5 93240,38951,1631,6268,06,93240,26.021059349074665
ZCTA5 93241,41563,4673,16308,06,93241,28.654648025508955
ZCTA5 93242,43500,877,3474,06,93242,25.244674726540012
ZCTA5 93243,44219,212,1532,06,93243,13.838120104438643
ZCTA5 93244,-666666666,4,308,06,93244,1.2987012987012987
ZCTA5 93245,62292,5358,36657,06,93245,14.616580734921026
ZCTA5 93247,34329,6175,18141,06,93247,34.03891736949451
ZCTA5 93249,33875,488,1875,06,93249,26.026666666666664
ZCTA5 93250,36299,4434,14851,06,93250,29.856575314793616
ZCTA5 93251,48750,40,199,06,93251,20.100502512562816
ZCTA5 93252,36726,362,1600,06,93252,22.625
ZCTA5 93254,47333,83,786,06,93254,10.559796437659033
ZCTA5 93255,32569,152,691,06,93255,21.99710564399421
ZCTA5 93256,33807,1840,5407,06,93256,34.02996116145737
ZCTA5 93257,43893,20708,75417,06,93257,27.45800018563454
ZCTA5 93258,31944,832,1952,06,93258,42.62295081967213
ZCTA5 93260,41500,38,226,06,93260,16.8141592920354
ZCTA5 93261,21010,1379,2434,06,93261,56.655710764174195
ZCTA5 93262,-666666666,35,53,06,93262,66.0377358490566
ZCTA5 93263,46274,5081,21579,06,93263,23.546040131609438
ZCTA5 93265,52174,544,3340,06,93265,16.2874251497006
ZCTA5 93266,50144,183,1337,06,93266,13.687359760658191
ZCTA5 93267,30781,2973,6784,06,93267,43.82370283018868
ZCTA5 93268,39517,5891,18547,06,93268,31.76254919933143
ZCTA5 93270,34023,1828,5367,06,93270,34.05999627352338
ZCTA5 93271,72188,232,2479,06,93271,9.35861234368697
ZCTA5 93272,37532,1346,4702,06,93272,28.626116546150577
ZCTA5 93274,53185,14935,73139,06,93274,20.420022149605547
ZCTA5 93276,-666666666,36,144,06,93276,25.0
ZCTA5 93277,59223,7374,51750,06,93277,14.249275362318842
ZCTA5 93280,39429,4895,22561,06,93280,21.696733300828864
ZCTA5 93283,26458,1153,2239,06,93283,51.49620366234926
ZCTA5 93285,29736,774,2477,06,93285,31.2474767864352
ZCTA5 93286,42882,3078,9899,06,93286,31.09404990403071
ZCTA5 93287,102500,0,72,06,93287,0.0
ZCTA5 93291,61599,12039,57088,06,93291,21.08849495515695
ZCTA5 93292,61498,7538,41811,06,93292,18.028748415488746
ZCTA5 93301,33324,4411,11786,06,93301,37.42575937553029
ZCTA5 93304,40710,13133,48793,06,93304,26.915746111122495
ZCTA5 93305,31471,15298,37184,06,93305,41.14135111876075
ZCTA5 93306,55133,15039,71615,06,93306,20.999790546673182
ZCTA5 93307,38415,25153,86207,06,93307,29.177444987066014
ZCTA5 93308,43717,12450,52586,06,93308,23.675502985585517
ZCTA5 93309,50839,12091,58074,06,93309,20.81998829080139
ZCTA5 93311,98130,2558,44969,06,93311,5.688363094576264
ZCTA5 93312,97671,4317,61184,06,93312,7.055766213389121
ZCTA5 93313,75162,6009,55019,06,93313,10.921681600901506
ZCTA5 93314,111635,1817,28788,06,93314,6.311657635125748
ZCTA5 93401,72107,4698,28565,06,93401,16.446700507614214
ZCTA5 93402,77708,1564,16493,06,93402,9.482810889468258
ZCTA5 93405,45933,9635,22597,06,93405,42.63840332787538
ZCTA5 93410,-666666666,0,0,06,93410,
ZCTA5 93420,85551,1971,30541,06,93420,6.453619724305032
ZCTA5 93422,82766,2455,33108,06,93422,7.415126253473481
ZCTA5 93424,58125,58,795,06,93424,7.29559748427673
ZCTA5 93426,79750,163,1310,06,93426,12.442748091603054
ZCTA5 93427,91293,208,6057,06,93427,3.434043255737164
ZCTA5 93428,71774,549,5858,06,93428,9.371799248890406
ZCTA5 93429,47404,0,144,06,93429,0.0
ZCTA5 93430,64948,427,2845,06,93430,15.008787346221443
ZCTA5 93432,93867,39,1456,06,93432,2.6785714285714284
ZCTA5 93433,64217,1834,13526,06,93433,13.559071418009758
ZCTA5 93434,50864,1335,7431,06,93434,17.965280581348406
ZCTA5 93436,62423,7748,53241,06,93436,14.552694352097067
ZCTA5 93437,69911,99,2937,06,93437,3.3707865168539324
ZCTA5 93440,64583,329,1618,06,93440,20.33374536464771
ZCTA5 93441,100833,39,917,06,93441,4.252998909487459
ZCTA5 93442,70580,1148,10790,06,93442,10.639481000926784
ZCTA5 93444,87087,1660,21131,06,93444,7.8557569447730815
ZCTA5 93445,69274,907,7097,06,93445,12.780047907566578
ZCTA5 93446,67766,4168,44492,06,93446,9.367976265396026
ZCTA5 93449,84484,675,8126,06,93449,8.306669948314054
ZCTA5 93450,50556,127,767,06,93450,16.558018252933508
ZCTA5 93451,64882,553,4463,06,93451,12.390768541339906
ZCTA5 93452,52578,28,636,06,93452,4.40251572327044
ZCTA5 93453,50675,384,2578,06,93453,14.895267649340575
ZCTA5 93454,64575,5611,39997,06,93454,14.028552141410605
ZCTA5 93455,88874,2967,45908,06,93455,6.462925851703407
ZCTA5 93458,58847,9362,56553,06,93458,16.554382614538575
ZCTA5 93460,95585,478,5234,06,93460,9.132594573939626
ZCTA5 93461,50272,163,1349,06,93461,12.083024462564863
ZCTA5 93463,97347,755,7835,06,93463,9.636247606892152
ZCTA5 93465,92051,368,9108,06,93465,4.040404040404041
ZCTA5 93501,36250,1431,4802,06,93501,29.800083298625573
ZCTA5 93505,49014,2712,11237,06,93505,24.13455548633977
ZCTA5 93510,105714,689,7522,06,93510,9.159797926083488
ZCTA5 93512,40735,3,327,06,93512,0.9174311926605505
ZCTA5 93513,54758,94,1621,06,93513,5.798889574336829
ZCTA5 93514,63849,1216,13856,06,93514,8.775981524249422
ZCTA5 93516,49318,720,2244,06,93516,32.0855614973262
ZCTA5 93517,72067,8,610,06,93517,1.3114754098360655
ZCTA5 93518,41563,90,814,06,93518,11.056511056511056
ZCTA5 93519,-666666666,0,0,06,93519,
ZCTA5 93522,-666666666,0,100,06,93522,0.0
