ZCTA Name,Median Household Income,Population Below Poverty Level,Total Population for Poverty Determination,state,ZCTA,Poverty Rate (%)
ZCTA5 27861,27917,0,44,37,27861,0.0
ZCTA5 27862,55189,66,727,37,27862,9.07840440165062
ZCTA5 27863,64119,1527,12609,37,27863,12.110397335236737
ZCTA5 27864,39743,1027,4620,37,27864,22.22943722943723
ZCTA5 27865,87917,99,1963,37,27865,5.043301069791136
ZCTA5 27866,56300,307,961,37,27866,31.94588969823101
ZCTA5 27869,27317,439,1582,37,27869,27.74968394437421
ZCTA5 27870,37003,6557,25317,37,27870,25.899593158747088
ZCTA5 27871,35000,881,4291,37,27871,20.531344674900957
ZCTA5 27872,19522,212,535,37,27872,39.626168224299064
ZCTA5 27873,53750,56,413,37,27873,13.559322033898304
ZCTA5 27874,37188,840,3741,37,27874,22.453889334402565
ZCTA5 27875,-666666666,197,477,37,27875,41.299790356394126
ZCTA5 27876,36472,184,1199,37,27876,15.346121768140117
ZCTA5 27878,24744,687,2045,37,27878,33.59413202933985
ZCTA5 27879,55435,39,316,37,27879,12.341772151898734
ZCTA5 27880,77227,356,3421,37,27880,10.406313943291435
ZCTA5 27881,50385,13,108,37,27881,12.037037037037036
ZCTA5 27882,45990,1428,7967,37,27882,17.923936236977532
ZCTA5 27883,45941,552,2850,37,27883,19.36842105263158
ZCTA5 27884,64969,0,1330,37,27884,0.0
ZCTA5 27885,39329,142,913,37,27885,15.553121577217963
ZCTA5 27886,36786,4862,19697,37,27886,24.683962024673807
ZCTA5 27888,41447,493,2247,37,27888,21.940364931019136
ZCTA5 27889,41699,5629,26214,37,27889,21.473258564126038
ZCTA5 27890,31224,985,2626,37,27890,37.50952018278751
ZCTA5 27891,46250,908,5006,37,27891,18.13823411905713
ZCTA5 27892,41466,2582,14007,37,27892,18.433640322695798
ZCTA5 27893,34006,10689,38125,37,27893,28.03672131147541
ZCTA5 27896,66307,2010,20631,37,27896,9.742620328631672
ZCTA5 27897,45865,384,1790,37,27897,21.452513966480446
ZCTA5 27909,50532,5822,36972,37,27909,15.74705182300119
ZCTA5 27910,40263,2725,11434,37,27910,23.832429595941928
ZCTA5 27915,26652,34,421,37,27915,8.076009501187649
ZCTA5 27916,58125,119,860,37,27916,13.837209302325581
ZCTA5 27917,30750,290,558,37,27917,51.971326164874554
ZCTA5 27919,-666666666,101,1035,37,27919,9.758454106280192
ZCTA5 27920,56173,527,1527,37,27920,34.51211525867714
ZCTA5 27921,65000,500,4750,37,27921,10.526315789473683
ZCTA5 27922,42550,256,687,37,27922,37.26346433770015
ZCTA5 27923,54149,12,827,37,27923,1.4510278113663846
ZCTA5 27924,34160,341,3568,37,27924,9.557174887892376
ZCTA5 27925,38145,749,3237,37,27925,23.138708680877357
ZCTA5 27926,48889,409,1686,37,27926,24.258600237247922
ZCTA5 27927,68438,63,947,37,27927,6.652587117212249
ZCTA5 27928,38672,180,1704,37,27928,10.56338028169014
ZCTA5 27929,80441,115,1787,37,27929,6.435366536094013
ZCTA5 27932,44946,2136,11843,37,27932,18.03597061555349
ZCTA5 27935,55526,221,1879,37,27935,11.761575306013837
ZCTA5 27936,35256,185,953,37,27936,19.412381951731376
ZCTA5 27937,53487,721,4448,37,27937,16.209532374100718
ZCTA5 27938,48984,54,1184,37,27938,4.5608108108108105
ZCTA5 27939,70791,344,2830,37,27939,12.15547703180212
ZCTA5 27941,58819,33,424,37,27941,7.783018867924528
ZCTA5 27942,34821,130,658,37,27942,19.756838905775076
ZCTA5 27943,74427,12,449,37,27943,2.6726057906458798
ZCTA5 27944,48052,1805,11595,37,27944,15.567054764984908
ZCTA5 27946,49375,67,1022,37,27946,6.555772994129158
ZCTA5 27947,64526,36,1259,37,27947,2.8594122319301034
ZCTA5 27948,57928,1102,11174,37,27948,9.862180060855557
ZCTA5 27949,83046,283,7648,37,27949,3.700313807531381
ZCTA5 27950,48750,194,2048,37,27950,9.47265625
ZCTA5 27953,48516,12,888,37,27953,1.3513513513513513
ZCTA5 27954,51368,760,7863,37,27954,9.665522065369451
ZCTA5 27956,77847,0,519,37,27956,0.0
ZCTA5 27957,57962,140,1143,37,27957,12.248468941382328
ZCTA5 27958,86250,777,11354,37,27958,6.843403205918619
ZCTA5 27959,65565,164,2866,37,27959,5.722260990928123
ZCTA5 27960,-666666666,87,704,37,27960,12.357954545454545
ZCTA5 27962,35423,1748,7514,37,27962,23.263241948363056
ZCTA5 27964,66250,33,661,37,27964,4.992435703479576
ZCTA5 27965,78828,73,399,37,27965,18.295739348370926
ZCTA5 27966,-666666666,314,799,37,27966,39.2991239048811
ZCTA5 27967,27917,43,174,37,27967,24.71264367816092
ZCTA5 27968,59180,0,141,37,27968,0.0
ZCTA5 27970,28618,684,2446,37,27970,27.96402289452167
ZCTA5 27972,-666666666,8,91,37,27972,8.791208791208792
ZCTA5 27973,58750,84,1199,37,27973,7.005838198498749
ZCTA5 27974,52813,76,1351,37,27974,5.625462620281273
ZCTA5 27976,75054,363,4129,37,27976,8.791474933397918
ZCTA5 27978,22240,46,184,37,27978,25.0
ZCTA5 27979,43832,76,1457,37,27979,5.216197666437886
ZCTA5 27980,49464,71,2018,37,27980,3.518334985133796
ZCTA5 27981,55799,86,1709,37,27981,5.032182562902282
ZCTA5 27982,-666666666,11,56,37,27982,19.642857142857142
ZCTA5 27983,33020,2091,7184,37,27983,29.106347438752785
ZCTA5 27985,31389,102,388,37,27985,26.288659793814436
ZCTA5 27986,37778,276,1177,37,27986,23.44944774851317
ZCTA5 28001,49205,4650,26026,37,28001,17.866748635979405
ZCTA5 28006,51875,108,1116,37,28006,9.67741935483871
ZCTA5 28007,50163,103,720,37,28007,14.305555555555555
ZCTA5 28009,39000,104,1183,37,28009,8.791208791208792
ZCTA5 28012,71338,2262,23193,37,28012,9.752942698227914
ZCTA5 28016,46400,2311,13405,37,28016,17.239835882133534
ZCTA5 28017,-666666666,0,0,37,28017,
ZCTA5 28018,44231,716,5148,37,28018,13.908313908313907
ZCTA5 28019,-666666666,0,0,37,28019,
ZCTA5 28020,47667,308,2313,37,28020,13.316039775183745
ZCTA5 28021,46036,1996,14161,37,28021,14.095049784619732
ZCTA5 28023,58546,2064,16100,37,28023,12.819875776397517
ZCTA5 28025,55443,7568,53464,37,28025,14.155319467305102
ZCTA5 28027,76776,5115,68205,37,28027,7.499450186936442
ZCTA5 28031,91658,2109,28028,37,28031,7.524618238903953
ZCTA5 28032,69444,298,3188,37,28032,9.347553324968633
ZCTA5 28033,47877,417,3132,37,28033,13.31417624521073
ZCTA5 28034,48132,2294,16918,37,28034,13.559522402175197
ZCTA5 28036,117312,635,16613,37,28036,3.822307831216517
ZCTA5 28037,79689,1201,20595,37,28037,5.831512503034717
ZCTA5 28039,23438,52,82,37,28039,63.41463414634146
ZCTA5 28040,41354,1344,7387,37,28040,18.19412481386219
ZCTA5 28043,35317,5087,20039,37,28043,25.385498278357204
ZCTA5 28052,39426,7878,34267,37,28052,22.990048734934483
ZCTA5 28054,45856,5805,37271,37,28054,15.575112017386171
ZCTA5 28056,68890,3825,34257,37,28056,11.16560119099746
ZCTA5 28071,47386,376,2635,37,28071,14.269449715370019
ZCTA5 28072,48571,138,1527,37,28072,9.037328094302556
ZCTA5 28073,42331,1478,6539,37,28073,22.602844471631748
ZCTA5 28075,107397,643,19003,37,28075,3.3836762616428984
ZCTA5 28076,37523,84,521,37,28076,16.122840690978887
ZCTA5 28077,18950,224,467,37,28077,47.96573875802998
ZCTA5 28078,100980,2542,60678,37,28078,4.189327268532252
ZCTA5 28079,82273,2065,37359,37,28079,5.527449878208731
ZCTA5 28080,59375,1363,7830,37,28080,17.40740740740741
ZCTA5 28081,51339,4888,27984,37,28081,17.467124070897654
ZCTA5 28083,48000,4033,25235,37,28083,15.981771349316427
ZCTA5 28086,44963,4721,25112,37,28086,18.799776999044283
ZCTA5 28088,57301,260,2746,37,28088,9.468317552804079
ZCTA5 28089,32750,76,114,37,28089,66.66666666666666
ZCTA5 28090,36117,1626,7792,37,28090,20.867556468172484
ZCTA5 28091,42775,428,1975,37,28091,21.670886075949365
ZCTA5 28092,50267,6484,39819,37,28092,16.283683668600418
ZCTA5 28097,54505,590,6072,37,28097,9.7167325428195
ZCTA5 28098,54093,695,3584,37,28098,19.391741071428573
ZCTA5 28101,86458,65,970,37,28101,6.701030927835052
ZCTA5 28102,51125,0,95,37,28102,0.0
ZCTA5 28103,61532,844,11074,37,28103,7.621455661910782
ZCTA5 28104,105333,1104,31770,37,28104,3.474976392823418
ZCTA5 28105,78620,2861,45815,37,28105,6.244679690057842
ZCTA5 28107,79471,555,7995,37,28107,6.941838649155723
ZCTA5 28108,54279,0,160,37,28108,0.0
ZCTA5 28109,48250,5,74,37,28109,6.756756756756757
ZCTA5 28110,62279,7302,53331,37,28110,13.691849018394556
ZCTA5 28112,54302,3464,26076,37,28112,13.28424605000767
ZCTA5 28114,43858,1041,7435,37,28114,14.001344989912576
ZCTA5 28115,63828,4072,37186,37,28115,10.950357661485505
ZCTA5 28117,89189,2331,40787,37,28117,5.715056267928507
ZCTA5 28119,37500,293,2386,37,28119,12.279966471081307
ZCTA5 28120,61680,1868,21394,37,28120,8.73142002430588
ZCTA5 28124,68825,400,5920,37,28124,6.756756756756757
ZCTA5 28125,65667,149,2409,37,28125,6.18513906185139
ZCTA5 28127,63030,627,6866,37,28127,9.131954558695018
ZCTA5 28128,49219,1047,7508,37,28128,13.945125199786895
ZCTA5 28129,57138,298,5408,37,28129,5.510355029585798
ZCTA5 28133,57741,192,2414,37,28133,7.953603976801989
ZCTA5 28134,60116,1042,10905,37,28134,9.555249885373682
ZCTA5 28135,47031,683,4654,37,28135,14.675547915771379
ZCTA5 28137,53846,167,2833,37,28137,5.894811154253442
ZCTA5 28138,50902,1388,10053,37,28138,13.80682383368149
ZCTA5 28139,47138,2651,19905,37,28139,13.318261743280582
ZCTA5 28144,43701,4443,22513,37,28144,19.735264069648647
ZCTA5 28146,53669,4152,28178,37,28146,14.734899567038115
ZCTA5 28147,46927,3859,22359,37,28147,17.259269198085782
ZCTA5 28150,38740,6489,26816,37,28150,24.19823985680191
ZCTA5 28152,43750,4566,23892,37,28152,19.11099949773983
ZCTA5 28159,51330,706,2873,37,28159,24.57361642882005
ZCTA5 28160,32292,442,3569,37,28160,12.38442140655646
ZCTA5 28163,64330,292,5242,37,28163,5.570392979778711
ZCTA5 28164,61454,1303,15575,37,28164,8.36597110754414
ZCTA5 28166,61574,1058,9603,37,28166,11.017390398833697
ZCTA5 28167,55333,585,2732,37,28167,21.412884333821378
ZCTA5 28168,52541,1227,10401,37,28168,11.796942601672916
ZCTA5 28169,47625,47,202,37,28169,23.26732673267327
ZCTA5 28170,32297,2800,10979,37,28170,25.503233445669004
ZCTA5 28173,125591,2133,59407,37,28173,3.590485969666874
ZCTA5 28174,54728,1844,8277,37,28174,22.278603358704846
ZCTA5 28202,92786,1544,12289,37,28202,12.564081699080479
ZCTA5 28203,88039,2152,16617,37,28203,12.950592766444002
ZCTA5 28204,62850,1048,7063,37,28204,14.83788758317995
ZCTA5 28205,52766,10033,48460,37,28205,20.703673132480397
ZCTA5 28206,32232,3122,12005,37,28206,26.005830903790088
ZCTA5 28207,136333,433,9170,37,28207,4.721919302071973
ZCTA5 28208,36062,9593,40131,37,28208,23.90421370013207
ZCTA5 28209,76022,2632,23498,37,28209,11.200953272618946
ZCTA5 28210,71914,4919,47921,37,28210,10.264810834498446
ZCTA5 28211,90057,3035,30698,37,28211,9.88663756596521
ZCTA5 28212,41641,10796,47619,37,28212,22.67162267162267
ZCTA5 28213,45808,7837,42878,37,28213,18.277438313354168
ZCTA5 28214,62697,5069,42347,37,28214,11.970151368455854
ZCTA5 28215,51676,10602,62215,37,28215,17.0409065337941
ZCTA5 28216,49465,6365,48817,37,28216,13.038490689718746
ZCTA5 28217,51849,5915,29884,37,28217,19.793200374782494
ZCTA5 28226,96487,2483,39604,37,28226,6.26956873043127
ZCTA5 28227,59438,6894,57293,37,28227,12.032883598345348
ZCTA5 28244,-666666666,0,0,37,28244,
ZCTA5 28262,53859,6659,38565,37,28262,17.26695189939064
ZCTA5 28269,65963,4384,75205,37,28269,5.829399640981317
ZCTA5 28270,98449,1415,36076,37,28270,3.922275196806741
ZCTA5 28273,69896,3235,40971,37,28273,7.89582875692563
ZCTA5 28277,110158,2639,72025,37,28277,3.664005553627213
ZCTA5 28278,93938,1166,29233,37,28278,3.988642971983717
ZCTA5 28280,-666666666,0,0,37,28280,
ZCTA5 28282,-666666666,0,0,37,28282,
ZCTA5 28301,26667,5769,15049,37,28301,38.334773074622895
ZCTA5 28303,40840,6211,29545,37,28303,21.022169571839566
ZCTA5 28304,48927,6937,36277,37,28304,19.12230890095653
ZCTA5 28305,52978,890,5751,37,28305,15.475569466179795
ZCTA5 28306,51991,7747,42722,37,28306,18.133514348579187
ZCTA5 28307,40015,1422,13541,37,28307,10.501440070895798
ZCTA5 28308,-666666666,4,53,37,28308,7.547169811320755
ZCTA5 28310,-666666666,0,0,37,28310,
ZCTA5 28311,46865,5854,34210,37,28311,17.111955568547206
ZCTA5 28312,44042,3415,19580,37,28312,17.441266598569968
ZCTA5 28314,49271,9694,58614,37,28314,16.53871088818371
ZCTA5 28315,51404,2247,13099,37,28315,17.153981219940455
ZCTA5 28318,51786,149,4250,37,28318,3.505882352941177
ZCTA5 28320,45753,1308,9190,37,28320,14.23286180631121
ZCTA5 28323,52458,410,4183,37,28323,9.801577814965336
ZCTA5 28325,37768,201,587,37,28325,34.241908006814306
ZCTA5 28326,66500,3287,24193,37,28326,13.586574629024925
ZCTA5 28327,58261,1852,16802,37,28327,11.02249732174741
ZCTA5 28328,37234,6186,26665,37,28328,23.198949934370898
ZCTA5 28330,-666666666,201,293,37,28330,68.60068259385666
ZCTA5 28332,41000,105,442,37,28332,23.755656108597282
ZCTA5 28333,29773,4465,10890,37,28333,41.000918273645546
ZCTA5 28334,38110,5182,22964,37,28334,22.5657550949312
ZCTA5 28337,32787,3335,10293,37,28337,32.40066064315555
ZCTA5 28338,50577,465,4702,37,28338,9.88940876222884
ZCTA5 28339,42336,1200,7386,37,28339,16.246953696181965
ZCTA5 28340,30998,3274,10053,37,28340,32.56739281806426
ZCTA5 28341,42063,1378,5047,37,28341,27.30334852387557
ZCTA5 28342,48250,8,153,37,28342,5.228758169934641
ZCTA5 28343,37375,299,1457,37,28343,20.521619766643788
ZCTA5 28344,46313,780,3663,37,28344,21.294021294021295
ZCTA5 28345,34302,3157,11803,37,28345,26.747437092264683
ZCTA5 28347,29722,686,1491,37,28347,46.009389671361504
ZCTA5 28348,55810,4769,35441,37,28348,13.456166586721594
ZCTA5 28349,37235,639,2500,37,28349,25.56
ZCTA5 28350,-666666666,13,144,37,28350,9.027777777777777
ZCTA5 28351,36681,1021,4598,37,28351,22.20530665506742
ZCTA5 28352,36195,6599,23140,37,28352,28.517718236819363
ZCTA5 28356,66298,551,4790,37,28356,11.503131524008351
ZCTA5 28357,36406,625,2557,37,28357,24.44270629644114
ZCTA5 28358,38842,10309,37339,37,28358,27.609202174669917
ZCTA5 28360,39229,3696,14669,37,28360,25.195991546799373
ZCTA5 28363,39884,182,1125,37,28363,16.177777777777777
ZCTA5 28364,34502,3961,14718,37,28364,26.91262399782579
ZCTA5 28365,45676,3986,14982,37,28365,26.60525964490722
ZCTA5 28366,34257,1528,5868,37,28366,26.03953646898432
ZCTA5 28367,38958,35,126,37,28367,27.77777777777778
ZCTA5 28369,36542,658,2578,37,28369,25.523661753297127
ZCTA5 28371,47150,1161,6942,37,28371,16.72428694900605
ZCTA5 28372,28378,3752,12383,37,28372,30.29960429621255
ZCTA5 28373,48977,353,2749,37,28373,12.841033102946525
ZCTA5 28374,83408,696,16989,37,28374,4.096768497262935
ZCTA5 28375,19628,13,164,37,28375,7.926829268292683
ZCTA5 28376,49667,7834,43177,37,28376,18.143919216249394
ZCTA5 28377,31670,4169,12606,37,28377,33.07155322862129
ZCTA5 28379,35816,6247,24174,37,28379,25.84181351865641
ZCTA5 28382,52454,1019,7216,37,28382,14.12139689578714
ZCTA5 28383,32760,2593,8497,37,28383,30.51665293633047
ZCTA5 28384,33904,2570,11045,37,28384,23.268447261204166
ZCTA5 28385,56989,359,2260,37,28385,15.88495575221239
ZCTA5 28386,30352,2177,6192,37,28386,35.15826873385013
ZCTA5 28387,59394,2074,15002,37,28387,13.824823356885748
ZCTA5 28390,48209,4744,24252,37,28390,19.561273297047666
ZCTA5 28391,62036,1050,5842,37,28391,17.97329681615885
ZCTA5 28392,35368,531,1439,37,28392,36.90062543432939
ZCTA5 28393,45784,237,1957,37,28393,12.110373019928462
ZCTA5 28394,59395,670,5547,37,28394,12.07860104561024
ZCTA5 28395,55000,268,2046,37,28395,13.098729227761485
ZCTA5 28396,45182,679,2581,37,28396,26.30763270050368
ZCTA5 28398,35635,1420,8124,37,28398,17.479074347612013
ZCTA5 28399,35152,573,1955,37,28399,29.309462915601024
ZCTA5 28401,33741,7381,23788,37,28401,31.028249537581974
ZCTA5 28403,39744,10287,37121,37,28403,27.712076722071068
ZCTA5 28405,54929,5223,32683,37,28405,15.98078511764526
ZCTA5 28409,83995,2482,34664,37,28409,7.160166166628203
ZCTA5 28411,74096,3317,38711,37,28411,8.5686239053499
ZCTA5 28412,53988,5272,38979,37,28412,13.525231534929064
ZCTA5 28420,54773,650,4075,37,28420,15.950920245398773
ZCTA5 28421,43500,274,1610,37,28421,17.018633540372672
ZCTA5 28422,54685,1244,7739,37,28422,16.074428220700348
ZCTA5 28423,40734,484,2416,37,28423,20.033112582781456
ZCTA5 28424,43125,19,48,37,28424,39.58333333333333
ZCTA5 28425,43269,2263,10802,37,28425,20.949824106646915
ZCTA5 28428,73673,721,6603,37,28428,10.919279115553536
ZCTA5 28429,48442,858,6421,37,28429,13.36240460987385
ZCTA5 28430,39750,370,2298,37,28430,16.100957354221062
ZCTA5 28431,30997,2330,7016,37,28431,33.20980615735461
ZCTA5 28432,41042,195,1407,37,28432,13.859275053304904
ZCTA5 28433,32379,1413,5219,37,28433,27.0741521364246
ZCTA5 28434,39426,152,948,37,28434,16.033755274261605
ZCTA5 28435,34387,340,2208,37,28435,15.39855072463768
ZCTA5 28436,49189,203,2090,37,28436,9.712918660287082
ZCTA5 28438,30657,472,1636,37,28438,28.850855745721272
ZCTA5 28439,30848,178,1038,37,28439,17.148362235067438
ZCTA5 28441,28716,1347,3376,37,28441,39.899289099526065
ZCTA5 28442,39896,195,1427,37,28442,13.665031534688158
ZCTA5 28443,73340,1739,23003,37,28443,7.5598834934573755
ZCTA5 28444,54190,78,2307,37,28444,3.3810143042912877
ZCTA5 28445,66237,876,7196,37,28445,12.173429683157309
ZCTA5 28447,44120,584,1734,37,28447,33.679354094579004
ZCTA5 28448,26250,326,902,37,28448,36.14190687361419
ZCTA5 28449,81875,85,1778,37,28449,4.780652418447694
ZCTA5 28450,53281,396,2418,37,28450,16.377171215880892
ZCTA5 28451,58014,4583,35181,37,28451,13.026917938660072
ZCTA5 28452,19954,359,899,37,28452,39.93325917686318
ZCTA5 28453,40341,996,3551,37,28453,28.048437059983105
ZCTA5 28454,54602,137,2695,37,28454,5.083487940630798
ZCTA5 28455,45076,293,2500,37,28455,11.72
ZCTA5 28456,36948,757,3665,37,28456,20.654843110504775
ZCTA5 28457,46261,1933,10240,37,28457,18.876953125
ZCTA5 28458,39858,1211,6718,37,28458,18.026198273295623
ZCTA5 28460,63053,1165,10578,37,28460,11.01342408772925
ZCTA5 28461,64601,1391,20276,37,28461,6.860327480765436
ZCTA5 28462,45750,1555,12917,37,28462,12.03839900905783
ZCTA5 28463,33852,1841,7461,37,28463,24.6749765446991
ZCTA5 28464,28145,867,3027,37,28464,28.642220019821607
ZCTA5 28465,73299,553,7420,37,28465,7.452830188679245
ZCTA5 28466,43920,1302,9214,37,28466,14.13067071847189
ZCTA5 28467,60461,671,10688,37,28467,6.278068862275449
ZCTA5 28468,55574,743,5235,37,28468,14.19293218720153
ZCTA5 28469,70326,708,6094,37,28469,11.617984903183459
ZCTA5 28470,49238,2056,12665,37,28470,16.233714962495068
ZCTA5 28472,36669,4272,17495,37,28472,24.418405258645326
ZCTA5 28478,39719,733,4712,37,28478,15.55602716468591
ZCTA5 28479,62292,850,7401,37,28479,11.484934468315092
ZCTA5 28480,108684,228,2499,37,28480,9.123649459783914
ZCTA5 28501,29414,5757,17313,37,28501,33.25246924276556
ZCTA5 28504,49578,3777,21102,37,28504,17.89877736707421
ZCTA5 28508,36767,942,3093,37,28508,30.455868089233757
ZCTA5 28510,60208,143,1508,37,28510,9.482758620689655
ZCTA5 28511,42337,89,626,37,28511,14.217252396166133
ZCTA5 28512,62109,183,3123,37,28512,5.859750240153699
ZCTA5 28513,50691,2075,10209,37,28513,20.32520325203252
ZCTA5 28515,35154,395,1954,37,28515,20.214943705220062
ZCTA5 28516,50354,1658,10993,37,28516,15.082325115982897
ZCTA5 28518,52588,1321,8825,37,28518,14.968838526912181
ZCTA5 28519,45250,141,341,37,28519,41.348973607038126
ZCTA5 28520,40893,16,243,37,28520,6.584362139917696
ZCTA5 28521,55340,543,2769,37,28521,19.609967497291443
ZCTA5 28523,64914,305,2191,37,28523,13.920584208124145
ZCTA5 28524,46167,0,285,37,28524,0.0
ZCTA5 28525,35000,663,2828,37,28525,23.444130127298443
ZCTA5 28526,32298,819,2797,37,28526,29.281372899535217
ZCTA5 28527,-666666666,123,788,37,28527,15.609137055837563
ZCTA5 28528,47143,48,619,37,28528,7.754442649434572
ZCTA5 28529,47188,316,1860,37,28529,16.989247311827956
ZCTA5 28530,35637,1211,6557,37,28530,18.46881195668751
ZCTA5 28531,54444,165,1260,37,28531,13.095238095238097
ZCTA5 28532,52632,2924,21548,37,28532,13.569704844997215
ZCTA5 28533,-666666666,0,58,37,28533,0.0
ZCTA5 28537,25714,38,80,37,28537,47.5
ZCTA5 28538,37500,401,2008,37,28538,19.97011952191235
ZCTA5 28539,55479,2096,16474,37,28539,12.723078790821901
ZCTA5 28540,48559,7684,47964,37,28540,16.020348594779417
ZCTA5 28543,39229,324,5175,37,28543,6.260869565217392
ZCTA5 28544,36762,1603,5787,37,28544,27.700017280110593
ZCTA5 28546,48033,5462,45979,37,28546,11.87933621870854
ZCTA5 28547,51121,729,7097,37,28547,10.27194589263069
ZCTA5 28551,39066,2140,14489,37,28551,14.769825384774657
ZCTA5 28552,-666666666,79,169,37,28552,46.74556213017752
ZCTA5 28553,86806,94,402,37,28553,23.383084577114428
ZCTA5 28554,35690,36,205,37,28554,17.560975609756095
ZCTA5 28555,53765,696,4536,37,28555,15.343915343915343
ZCTA5 28556,57083,64,1013,37,28556,6.317867719644619
ZCTA5 28557,55109,1446,15085,37,28557,9.585681140205503
ZCTA5 28560,48134,5050,26723,37,28560,18.89757886464843
ZCTA5 28562,60946,3773,37911,37,28562,9.952256600986521
ZCTA5 28570,55875,2412,20937,37,28570,11.520275111047427
ZCTA5 28571,52708,254,2472,37,28571,10.275080906148867
ZCTA5 28572,50715,1074,6713,37,28572,15.998808282437063
ZCTA5 28573,40000,247,1749,37,28573,14.122355631789594
ZCTA5 28574,49311,2408,18448,37,28574,13.052905464006939
ZCTA5 28575,68750,24,470,37,28575,5.106382978723404
ZCTA5 28577,35893,17,241,37,28577,7.053941908713693
ZCTA5 28578,43462,2824,7345,37,28578,38.44792375765827
ZCTA5 28579,59839,58,639,37,28579,9.076682316118937
ZCTA5 28580,38873,2559,10614,37,28580,24.109666478236292
ZCTA5 28581,69097,13,348,37,28581,3.7356321839080464
ZCTA5 28582,71890,80,2507,37,28582,3.191065017949741
ZCTA5 28583,30781,33,313,37,28583,10.543130990415335
ZCTA5 28584,61214,1373,12533,37,28584,10.95507859251576
ZCTA5 28585,31121,1310,3932,37,28585,33.31637843336724
ZCTA5 28586,38442,1602,7471,37,28586,21.44291259536876
ZCTA5 28587,34444,39,263,37,28587,14.82889733840304
ZCTA5 28589,66350,26,131,37,28589,19.84732824427481
ZCTA5 28590,72112,2333,24916,37,28590,9.3634612297319
ZCTA5 28594,78241,101,3702,37,28594,2.7282549972987575
ZCTA5 28601,54071,6794,50066,37,28601,13.570087484520432
ZCTA5 28602,46052,4975,28621,37,28602,17.382341637259355
ZCTA5 28604,49829,918,6295,37,28604,14.583002382843526
ZCTA5 28605,69459,266,3277,37,28605,8.117180347879158
ZCTA5 28606,34667,231,1480,37,28606,15.608108108108107
ZCTA5 28607,43728,10165,30675,37,28607,33.137734311328444
ZCTA5 28609,61581,373,5592,37,28609,6.670243204577969
ZCTA5 28610,54880,1468,10628,37,28610,13.812570568310123
ZCTA5 28611,59258,183,1131,37,28611,16.180371352785148
ZCTA5 28612,44130,2045,12280,37,28612,16.653094462540714
ZCTA5 28613,53628,2881,23131,37,28613,12.455146772729238
ZCTA5 28615,33925,544,1811,37,28615,30.03865267807841
ZCTA5 28616,88482,0,88,37,28616,0.0
ZCTA5 28617,41129,282,1924,37,28617,14.656964656964657
ZCTA5 28618,55521,237,2522,37,28618,9.397303727200635
ZCTA5 28619,44679,220,1471,37,28619,14.95581237253569
ZCTA5 28621,51242,1626,10413,37,28621,15.615096513972917
ZCTA5 28622,30804,541,2189,37,28622,24.7144814984011
ZCTA5 28623,36587,276,1540,37,28623,17.92207792207792
ZCTA5 28624,29350,327,1499,37,28624,21.81454302868579
ZCTA5 28625,53638,4269,39028,37,28625,10.938300707184585
ZCTA5 28626,55888,132,2693,37,28626,4.901596732268845
ZCTA5 28627,41750,310,1020,37,28627,30.392156862745097
ZCTA5 28628,42188,33,476,37,28628,6.932773109243698
ZCTA5 28629,-666666666,0,0,37,28629,
ZCTA5 28630,52026,3167,20107,37,28630,15.750733575371761
ZCTA5 28631,33961,117,758,37,28631,15.435356200527705
ZCTA5 28634,51271,748,4793,37,28634,15.606092217817652
ZCTA5 28635,27675,663,3055,37,28635,21.70212765957447
ZCTA5 28636,45376,1079,4867,37,28636,22.169714403123074
ZCTA5 28637,38523,414,1692,37,28637,24.46808510638298
ZCTA5 28638,47867,2112,12166,37,28638,17.359855334538878
ZCTA5 28640,39222,1071,4731,37,28640,22.637920101458462
ZCTA5 28642,40522,1322,5834,37,28642,22.660267398011655
ZCTA5 28643,44976,642,3816,37,28643,16.82389937106918
ZCTA5 28644,35875,149,1147,37,28644,12.990409764603314
ZCTA5 28645,40621,6889,45298,37,28645,15.208176961455253
ZCTA5 28646,50664,0,310,37,28646,0.0
ZCTA5 28647,-666666666,16,16,37,28647,100.0
ZCTA5 28649,-666666666,209,868,37,28649,24.078341013824886
ZCTA5 28650,50504,1091,10811,37,28650,10.091573397465545
ZCTA5 28651,37364,1472,6820,37,28651,21.583577712609973
ZCTA5 28652,-666666666,0,0,37,28652,
ZCTA5 28654,45809,237,3237,37,28654,7.32159406858202
ZCTA5 28655,43795,10450,52937,37,28655,19.740446190755048
ZCTA5 28657,36920,1158,8607,37,28657,13.454165214360406
ZCTA5 28658,50248,3174,26790,37,28658,11.847704367301231
ZCTA5 28659,38368,4765,20915,37,28659,22.782691847956013
ZCTA5 28660,54688,142,2210,37,28660,6.4253393665158365
ZCTA5 28662,-666666666,31,193,37,28662,16.06217616580311
ZCTA5 28663,47813,36,616,37,28663,5.844155844155844
ZCTA5 28665,44000,351,2376,37,28665,14.772727272727273
ZCTA5 28666,-666666666,91,138,37,28666,65.94202898550725
ZCTA5 28667,35903,76,360,37,28667,21.11111111111111
ZCTA5 28668,125313,1,481,37,28668,0.2079002079002079
ZCTA5 28669,54955,259,2623,37,28669,9.874189858940145
ZCTA5 28670,50735,245,3599,37,28670,6.807446512920255
ZCTA5 28671,43693,25,449,37,28671,5.56792873051225
ZCTA5 28672,-666666666,0,15,37,28672,0.0
