ZCTA Name,Median Household Income,Population Below Poverty Level,Total Population for Poverty Determination,ZCTA,Poverty Rate (%)
ZCTA5 45158,53250,105,424,45158,24.764150943396228
ZCTA5 45166,-666666666,0,69,45166,0.0
ZCTA5 45319,59821,25,326,45319,7.668711656441718
ZCTA5 45350,108750,0,60,45350,0.0
ZCTA5 45361,48393,54,338,45361,15.976331360946746
ZCTA5 45372,48409,51,307,45372,16.612377850162865
ZCTA5 45428,-666666666,60,109,45428,55.04587155963303
ZCTA5 45868,83958,25,664,45868,3.7650602409638556
ZCTA5 45617,-666666666,200,200,45617,100.0
ZCTA5 45618,-666666666,0,0,45618,
ZCTA5 45630,36541,0,64,45630,0.0
ZCTA5 45636,-666666666,0,58,45636,0.0
ZCTA5 45721,-666666666,9,45,45721,20.0
ZCTA5 45787,-666666666,0,34,45787,0.0
ZCTA5 45826,64688,3,383,45826,0.7832898172323759
ZCTA5 50111,100589,907,15505,50111,5.849725894872622
ZCTA5 54749,53207,176,1525,54749,11.540983606557377
ZCTA5 54421,57188,559,4212,54421,13.271604938271606
ZCTA5 54202,64028,49,1511,54202,3.242885506287227
ZCTA5 54246,55500,58,803,54246,7.22291407222914
ZCTA5 54428,45833,149,941,54428,15.834218916046758
ZCTA5 54435,60603,137,1958,54435,6.996935648621042
ZCTA5 54436,55606,374,2301,54436,16.253802694480658
ZCTA5 54441,79375,22,1016,54441,2.1653543307086616
ZCTA5 54488,47083,89,1161,54488,7.665805340223946
ZCTA5 54494,57172,2423,26429,54494,9.167959438495592
ZCTA5 54537,43889,54,510,54537,10.588235294117647
ZCTA5 54548,63750,157,4806,54548,3.2667498959633794
ZCTA5 54552,44632,635,3916,54552,16.21552604698672
ZCTA5 54555,51869,568,4668,54555,12.16795201371037
ZCTA5 54556,49844,118,1128,54556,10.460992907801419
ZCTA5 54568,47022,280,4966,54568,5.638340716874748
ZCTA5 54601,51573,9699,46665,54601,20.784313725490197
ZCTA5 54613,44226,98,1799,54613,5.447470817120623
ZCTA5 54667,58659,491,4825,54667,10.176165803108809
ZCTA5 54725,60833,180,2892,54725,6.224066390041494
ZCTA5 54732,47070,435,3129,54732,13.902205177372961
ZCTA5 54734,64500,39,715,54734,5.454545454545454
ZCTA5 54736,57955,527,4157,54736,12.677411594900168
ZCTA5 54738,77315,183,3491,54738,5.242050988255515
ZCTA5 54739,80760,384,5406,54739,7.103218645948946
ZCTA5 54741,55200,362,1890,54741,19.15343915343915
ZCTA5 54762,50227,126,1207,54762,10.439105219552609
ZCTA5 54821,51071,60,1115,54821,5.381165919282512
ZCTA5 15443,-666666666,8,8,15443,100.0
ZCTA5 15446,-666666666,0,147,15446,0.0
ZCTA5 15470,75750,5,633,15470,0.7898894154818324
ZCTA5 15475,42563,224,1288,15475,17.391304347826086
ZCTA5 15484,81117,0,557,15484,0.0
ZCTA5 15539,-666666666,32,296,15539,10.81081081081081
ZCTA5 15551,55673,81,632,15551,12.81645569620253
ZCTA5 15563,51167,246,2934,15563,8.384458077709612
ZCTA5 15624,-666666666,0,430,15624,0.0
ZCTA5 15647,66705,66,325,15647,20.307692307692307
ZCTA5 15671,64375,8,625,15671,1.28
ZCTA5 15676,-666666666,60,729,15676,8.23045267489712
ZCTA5 15678,77609,98,671,15678,14.605067064083457
ZCTA5 15687,54643,129,1042,15687,12.380038387715931
ZCTA5 15710,55167,5,124,15710,4.032258064516129
ZCTA5 15713,-666666666,0,358,15713,0.0
ZCTA5 15730,50833,42,113,15730,37.16814159292036
ZCTA5 15733,15341,73,152,15733,48.026315789473685
ZCTA5 46229,55407,3764,28626,46229,13.14888562844966
ZCTA5 46235,41083,7333,32545,46235,22.53187893685666
ZCTA5 46381,28542,110,202,46381,54.45544554455446
ZCTA5 46311,94592,1048,21649,46311,4.840870248048409
ZCTA5 46321,88010,1376,22177,46321,6.204626414754025
ZCTA5 46379,-666666666,0,114,46379,0.0
ZCTA5 46382,91349,61,2076,46382,2.9383429672447012
ZCTA5 46390,74296,364,3332,46390,10.92436974789916
ZCTA5 46392,74053,545,7601,46392,7.1701091961584
ZCTA5 79936,57402,14951,108234,79936,13.813589075521554
ZCTA5 32361,-666666666,0,358,32361,0.0
ZCTA5 32399,-666666666,0,0,32399,
ZCTA5 32409,56789,1469,9913,32409,14.818924644406334
ZCTA5 32459,85652,931,18099,32459,5.143930603900769
ZCTA5 32460,39712,479,3859,32460,12.412542109354755
ZCTA5 32463,46875,37,212,32463,17.452830188679243
ZCTA5 32531,52378,759,5111,32531,14.850322833105068
ZCTA5 32547,53236,4569,33654,32547,13.57639507933678
ZCTA5 32561,95906,635,10258,32561,6.190290504971729
ZCTA5 32565,57436,479,4716,32565,10.156912637828668
ZCTA5 32570,60933,3742,31902,32570,11.729672120870164
ZCTA5 32606,61177,2036,23680,32606,8.597972972972972
ZCTA5 32615,63580,1300,13644,32615,9.527997654646732
ZCTA5 32617,42377,1507,4768,32617,31.606543624161077
ZCTA5 32639,34353,0,270,32639,0.0
ZCTA5 32653,63333,1755,14350,32653,12.229965156794426
ZCTA5 32680,41935,1767,10393,32680,17.001828153564897
ZCTA5 32693,40060,1820,10652,32693,17.08599324070597
ZCTA5 32127,52438,3957,28904,32127,13.690146692499308
ZCTA5 32136,52708,769,8372,32136,9.18537983755375
ZCTA5 32193,29054,234,956,32193,24.476987447698743
ZCTA5 32195,39007,554,3291,32195,16.833789121847463
ZCTA5 32040,60155,1191,8432,32040,14.124762808349145
ZCTA5 32044,39000,542,2263,32044,23.95050817498895
ZCTA5 32112,33038,2193,7267,32112,30.17751479289941
ZCTA5 32140,48036,338,1575,32140,21.46031746031746
ZCTA5 32147,103564,71,536,32147,13.246268656716417
ZCTA5 32508,50625,197,1299,32508,15.165511932255582
ZCTA5 32535,36855,707,3983,32535,17.75043936731107
ZCTA5 32542,47250,335,2449,32542,13.679052674561046
ZCTA5 53137,89554,51,1614,53137,3.1598513011152414
ZCTA5 53142,70634,2319,33709,53142,6.879468391230828
ZCTA5 53147,72352,1070,16956,53147,6.310450577966502
ZCTA5 53158,103069,975,16925,53158,5.760709010339734
ZCTA5 53168,81250,586,9480,53168,6.181434599156118
ZCTA5 53172,57286,3099,20614,53172,15.033472397399825
ZCTA5 53544,78958,42,821,53544,5.115712545676005
ZCTA5 53714,58247,1983,15562,53714,12.742578074797583
ZCTA5 53715,35740,6074,11740,53715,51.737649063032364
ZCTA5 53716,78532,901,18669,53716,4.826182441480529
ZCTA5 53718,86263,551,15738,53718,3.501080188079807
ZCTA5 53806,50000,238,1576,53806,15.101522842639595
ZCTA5 53553,62431,47,717,53553,6.5550906555090656
ZCTA5 53566,58148,1371,14688,53566,9.334150326797385
ZCTA5 53574,81536,201,3918,53574,5.130168453292496
ZCTA5 53578,65018,616,6334,53578,9.725292074518471
ZCTA5 84620,76250,59,916,84620,6.441048034934497
ZCTA5 84628,58092,152,664,84628,22.89156626506024
ZCTA5 84629,65625,235,3309,84629,7.101843457237836
ZCTA5 84630,-666666666,258,522,84630,49.42528735632184
ZCTA5 84634,63906,257,1492,84634,17.22520107238606
ZCTA5 84647,52516,842,3848,84647,21.881496881496883
ZCTA5 84663,73783,2386,34257,84663,6.964999854044429
ZCTA5 84710,41250,79,363,84710,21.763085399449036
ZCTA5 84004,123350,672,10561,84004,6.363033803617081
ZCTA5 84529,-666666666,8,119,84529,6.722689075630252
ZCTA5 06237,104524,131,5428,06237,2.413411938098747
ZCTA5 06241,70718,791,5987,06241,13.211959245030899
ZCTA5 06027,97763,25,1359,06027,1.839587932303164
ZCTA5 06031,68750,168,1328,06031,12.650602409638553
ZCTA5 06066,67492,2802,29023,06066,9.654412018054646
ZCTA5 06106,37391,10344,35695,06106,28.978848578232245
ZCTA5 06117,142036,748,14529,06117,5.148324041572028
ZCTA5 06231,137885,94,3548,06231,2.6493799323562572
ZCTA5 06235,85536,140,2538,06235,5.516154452324665
ZCTA5 06238,93862,632,12390,06238,5.1008878127522195
ZCTA5 06248,116424,283,5949,06248,4.757102033955286
ZCTA5 06250,74115,813,5154,06250,15.774155995343422
ZCTA5 06254,91875,67,1819,06254,3.6833424958768552
ZCTA5 06259,93022,343,4288,06259,7.999067164179105
ZCTA5 06277,87696,288,4113,06277,7.00218818380744
ZCTA5 06280,63403,310,2787,06280,11.123071402942232
ZCTA5 06340,65169,2756,27435,06340,10.045562238017132
ZCTA5 06355,107481,683,12095,06355,5.646961554361306
ZCTA5 06360,58409,3732,36179,06360,10.31537632328146
ZCTA5 06370,90816,349,7156,06370,4.877026271660146
ZCTA5 06384,78500,212,2630,06384,8.060836501901141
ZCTA5 06405,80151,1442,27499,06405,5.243827048256301
ZCTA5 06412,87717,218,4103,06412,5.313185474043383
ZCTA5 06419,104462,314,6390,06419,4.913928012519562
ZCTA5 06471,100304,141,7220,06471,1.9529085872576175
ZCTA5 06489,104923,1275,32726,06489,3.895984843855039
ZCTA5 06518,82321,1143,15359,06518,7.441890748095579
ZCTA5 06519,34886,4932,15092,06519,32.67956533262656
ZCTA5 06776,92418,1841,25521,06776,7.213667176051095
ZCTA5 06778,74375,26,1603,06778,1.6219588271990018
ZCTA5 06877,152760,654,24938,06877,2.6225038094474296
ZCTA5 06093,120865,36,3431,06093,1.0492567764500145
ZCTA5 06107,134925,701,19856,06107,3.5304190169218375
ZCTA5 06114,43071,6916,27558,06114,25.096160824442993
ZCTA5 06119,93722,1335,14558,06119,9.170215688968266
ZCTA5 06247,77250,109,2508,06247,4.346092503987241
ZCTA5 06260,64496,588,9138,06260,6.434668417596848
ZCTA5 06281,95926,325,7077,06281,4.592341387593613
ZCTA5 06282,75625,0,876,06282,0.0
ZCTA5 06333,123000,385,7021,06333,5.483549351944168
ZCTA5 06376,-666666666,0,154,06376,0.0
ZCTA5 06378,101332,110,5634,06378,1.9524316648917288
ZCTA5 06782,98417,113,1938,06782,5.830753353973169
ZCTA5 06759,95147,272,5471,06759,4.9716687991226465
ZCTA5 06785,68125,27,484,06785,5.578512396694215
ZCTA5 06812,114583,603,13759,06812,4.382585943745912
ZCTA5 06855,73542,537,8503,06855,6.315418087733741
ZCTA5 06906,94271,847,9868,06906,8.583299554114308
ZCTA5 06002,79134,1604,20782,06002,7.718217688384178
ZCTA5 06026,107566,175,5276,06026,3.316906747536012
ZCTA5 06032,97500,1560,17691,06032,8.818043072748855
ZCTA5 06037,106882,863,18767,06037,4.598497362391432
ZCTA5 06043,112622,225,4886,06043,4.604993860008187
ZCTA5 06057,108594,60,6195,06057,0.9685230024213075
ZCTA5 06067,85123,696,19901,06067,3.497311692879755
ZCTA5 06084,118367,664,14548,06084,4.564201264778664
ZCTA5 06089,114063,25,3034,06089,0.8239947264337508
ZCTA5 84041,73620,4872,51389,84041,9.480628149993189
ZCTA5 84092,127582,869,28586,84092,3.0399496256908973
ZCTA5 84093,110500,1042,24026,84093,4.336968284358612
ZCTA5 84101,47280,738,5164,84101,14.291247095274981
ZCTA5 84103,72542,2399,22795,84103,10.524237771441106
ZCTA5 84104,49712,4428,26410,84104,16.76637637258614
ZCTA5 84111,50339,2650,12899,84111,20.544228234746882
ZCTA5 84320,62955,166,2556,84320,6.494522691705789
ZCTA5 84325,84342,106,2165,84325,4.896073903002309
ZCTA5 84327,64615,34,800,84327,4.25
ZCTA5 84330,63036,9,380,84330,2.368421052631579
ZCTA5 84340,80761,169,3202,84340,5.277951280449719
ZCTA5 84403,69119,3560,36442,84403,9.768947917238352
ZCTA5 84518,74318,60,831,84518,7.2202166064981945
ZCTA5 84520,29726,300,1261,84520,23.790642347343375
ZCTA5 84623,37277,76,454,84623,16.740088105726873
ZCTA5 84646,61563,34,1578,84646,2.1546261089987326
ZCTA5 84649,69950,23,1047,84649,2.1967526265520534
ZCTA5 84701,49615,1662,8603,84701,19.318842264326396
ZCTA5 84752,67500,62,824,84752,7.524271844660194
ZCTA5 84753,-666666666,0,0,84753,
ZCTA5 84013,89524,13,908,84013,1.4317180616740088
ZCTA5 84018,-666666666,0,284,84018,0.0
ZCTA5 84113,-666666666,0,0,84113,
ZCTA5 84121,93241,2659,39692,84121,6.699082938627431
ZCTA5 84301,66000,52,718,84301,7.242339832869081
ZCTA5 84307,65750,61,969,84307,6.29514963880289
ZCTA5 84312,64754,396,4766,84312,8.308854385228702
ZCTA5 84335,72854,749,13680,84335,5.4751461988304095
ZCTA5 84404,67165,5637,62940,84404,8.956148713060056
ZCTA5 83440,43267,10321,36952,83440,27.930829183806015
ZCTA5 83467,39529,927,6290,83467,14.737678855325914
ZCTA5 83468,38333,25,167,83468,14.97005988023952
ZCTA5 83540,51875,391,2430,83540,16.090534979423868
ZCTA5 83544,44564,527,5835,83544,9.031705227077978
ZCTA5 83604,41019,37,554,83604,6.678700361010831
ZCTA5 83610,47083,122,924,83610,13.203463203463203
ZCTA5 83611,53984,255,2097,83611,12.160228898426324
ZCTA5 83616,89603,2399,29615,83616,8.100624683437447
ZCTA5 83624,42105,139,1528,83624,9.096858638743456
ZCTA5 83632,54688,58,409,83632,14.180929095354522
ZCTA5 83638,67296,424,7193,83638,5.894619769220076
ZCTA5 83643,66389,28,106,83643,26.41509433962264
ZCTA5 83110,74167,536,5247,83110,10.215361158757386
ZCTA5 83201,51396,5352,36089,83201,14.830003602205657
ZCTA5 83203,-666666666,130,452,83203,28.761061946902654
ZCTA5 83213,31750,442,1271,83213,34.77576711250984
ZCTA5 83232,70833,11,575,83232,1.9130434782608694
ZCTA5 83237,50150,52,846,83237,6.1465721040189125
ZCTA5 83245,64770,158,2369,83245,6.66948079358379
ZCTA5 83250,56950,200,2046,83250,9.775171065493646
ZCTA5 83311,52393,130,869,83311,14.959723820483314
ZCTA5 83332,60529,281,2591,83332,10.845233500578926
ZCTA5 83335,48281,283,1674,83335,16.905615292712067
ZCTA5 83341,68072,788,8052,83341,9.786388474913064
ZCTA5 83342,42250,274,1252,83342,21.884984025559106
ZCTA5 21612,95453,0,597,21612,0.0
ZCTA5 61038,83375,77,869,61038,8.860759493670885
ZCTA5 61042,49348,137,659,61042,20.789074355083457
ZCTA5 61070,62500,193,1598,61070,12.077596996245306
ZCTA5 61073,87199,1123,19948,61073,5.629637056346501
ZCTA5 61075,60000,97,1023,61075,9.481915933528837
ZCTA5 61250,79432,160,2716,61250,5.89101620029455
ZCTA5 61260,40662,254,748,61260,33.9572192513369
ZCTA5 61264,66003,927,10407,61264,8.907466128567311
ZCTA5 61273,80417,55,3134,61273,1.7549457562220805
ZCTA5 61276,60694,8,66,61276,12.121212121212121
ZCTA5 61277,81071,188,3093,61277,6.078241189783381
ZCTA5 61282,56637,1239,7693,61282,16.10555050045496
ZCTA5 61312,81250,51,464,61312,10.991379310344827
ZCTA5 61319,63950,180,1261,61319,14.274385408406026
ZCTA5 61335,81042,12,316,61335,3.79746835443038
ZCTA5 61341,66923,1138,7510,61341,15.153129161118509
ZCTA5 61346,47500,15,57,61346,26.31578947368421
ZCTA5 61360,78260,515,3292,61360,15.643985419198057
ZCTA5 61367,70000,43,751,61367,5.725699067909454
ZCTA5 61370,72431,126,1351,61370,9.32642487046632
ZCTA5 61412,51212,89,1371,61412,6.491611962071481
ZCTA5 61422,48385,336,3106,61422,10.817772054088861
ZCTA5 61423,65143,84,582,61423,14.432989690721648
ZCTA5 61425,53553,23,503,61425,4.572564612326044
ZCTA5 61439,52500,83,277,61439,29.96389891696751
ZCTA5 61448,59625,270,3623,61448,7.4523875241512565
ZCTA5 61462,52401,1377,10134,61462,13.587921847246893
ZCTA5 61469,44630,262,2138,61469,12.25444340505145
ZCTA5 61470,42500,64,628,61470,10.191082802547772
ZCTA5 61472,70547,24,565,61472,4.2477876106194685
ZCTA5 61474,52292,23,257,61474,8.949416342412452
ZCTA5 61475,82554,4,206,61475,1.9417475728155338
ZCTA5 61489,65489,109,847,61489,12.868949232585598
ZCTA5 61519,47188,29,225,61519,12.88888888888889
ZCTA5 61526,91250,25,725,61526,3.4482758620689653
ZCTA5 61533,59828,369,2216,61533,16.651624548736464
ZCTA5 61544,61776,30,749,61544,4.005340453938585
ZCTA5 61569,83304,9,993,61569,0.906344410876133
ZCTA5 61602,-666666666,336,642,61602,52.336448598130836
ZCTA5 61604,47573,5037,28092,61604,17.930371636052968
ZCTA5 61614,62042,2381,28315,61614,8.408970510330214
ZCTA5 61721,77045,59,707,61721,8.345120226308344
ZCTA5 61732,81500,102,2111,61732,4.831833254381809
ZCTA5 61737,75375,88,437,61737,20.137299771167047
ZCTA5 61771,74583,31,623,61771,4.975922953451043
ZCTA5 61772,75536,0,258,61772,0.0
ZCTA5 61774,73015,123,1005,61774,12.238805970149254
ZCTA5 61776,107175,27,1135,61776,2.378854625550661
ZCTA5 61777,76272,41,1144,61777,3.583916083916084
ZCTA5 61816,63750,91,448,61816,20.3125
ZCTA5 61275,79821,209,4839,61275,4.319074188882
ZCTA5 61283,62500,266,1661,61283,16.014449127031906
ZCTA5 61329,59737,115,1242,61329,9.25925925925926
ZCTA5 61334,78026,57,676,61334,8.431952662721894
ZCTA5 61344,59659,27,445,61344,6.067415730337078
ZCTA5 31401,40862,6396,17241,31401,37.09761614755524
ZCTA5 31408,41873,1383,8606,31408,16.070183592842202
ZCTA5 31410,82622,1066,24495,31410,4.35190855276587
ZCTA5 31518,57396,100,1064,31518,9.398496240601503
ZCTA5 31543,-666666666,582,4495,31543,12.947719688542826
ZCTA5 31632,74083,1038,13364,31632,7.767135588147261
ZCTA5 31015,37313,6351,20652,31015,30.752469494479957
ZCTA5 31021,39844,7393,26593,31021,27.800549016658522
ZCTA5 31036,43482,2098,10647,31036,19.705081243542782
ZCTA5 31038,-666666666,7,817,31038,0.8567931456548347
ZCTA5 08830,101793,962,17343,08830,5.546906532895116
ZCTA5 08832,68049,769,2825,08832,27.221238938053098
ZCTA5 08001,73398,17,748,08001,2.272727272727273
ZCTA5 08006,75972,7,392,08006,1.7857142857142856
ZCTA5 08010,64071,1615,11054,08010,14.610095892889452
ZCTA5 08023,32197,24,274,08023,8.75912408759124
ZCTA5 08027,76648,436,4808,08027,9.068219633943428
ZCTA5 08048,106581,616,12136,08048,5.075807514831905
ZCTA5 08069,51964,2697,11995,08069,22.48436848686953
ZCTA5 08106,82500,282,9761,08106,2.8890482532527404
ZCTA5 08107,60842,1593,13372,08107,11.912952437930004
ZCTA5 08201,62269,974,9894,08201,9.844350111178493
ZCTA5 08004,86607,767,11287,08004,6.795428368919996
ZCTA5 08034,95248,1292,18312,08034,7.055482743556138
ZCTA5 08045,69333,320,2788,08045,11.477761836441895
ZCTA5 08055,132732,732,27160,08055,2.695139911634757
ZCTA5 08063,65720,255,2962,08063,8.60904794058069
ZCTA5 08065,73212,729,6911,08065,10.548401099696136
ZCTA5 08070,67906,1425,12291,08070,11.59384915792043
ZCTA5 08072,73882,11,221,08072,4.97737556561086
ZCTA5 08078,71495,667,8269,08078,8.06627161688233
ZCTA5 08083,74798,595,10124,08083,5.877123666534966
ZCTA5 08089,81850,320,4611,08089,6.939926263283453
ZCTA5 08223,83750,215,4277,08223,5.0268880056114105
ZCTA5 08215,71497,1451,13835,08215,10.487893024936755
ZCTA5 08221,116058,171,6565,08221,2.604722010662605
ZCTA5 08224,84500,39,443,08224,8.803611738148984
ZCTA5 08330,70571,2223,26623,08330,8.349922998910717
ZCTA5 72482,27254,286,1297,72482,22.0508866615266
ZCTA5 72515,-666666666,0,0,72515,
ZCTA5 72528,-666666666,0,32,72528,0.0
ZCTA5 72531,41061,200,1176,72531,17.006802721088434
ZCTA5 72534,39922,139,1460,72534,9.520547945205479
ZCTA5 72632,43944,544,4267,72632,12.749003984063744
ZCTA5 72638,46648,1308,7060,72638,18.526912181303114
ZCTA5 72662,45917,447,2792,72662,16.01002865329513
ZCTA5 72663,-666666666,22,182,72663,12.087912087912088
ZCTA5 72672,-666666666,28,172,72672,16.27906976744186
ZCTA5 72687,38325,1442,7567,72687,19.056429232192414
ZCTA5 72703,49529,6248,32776,72703,19.062728825970222
ZCTA5 72715,69051,528,15367,72715,3.4359341445955622
ZCTA5 72734,55940,1246,9054,72734,13.761873205213165
ZCTA5 72738,73583,320,2573,72738,12.436844150796736
ZCTA5 72749,-666666666,146,490,72749,29.795918367346943
ZCTA5 72760,51250,2,294,72760,0.6802721088435374
ZCTA5 72761,57225,3387,21500,72761,15.753488372093022
ZCTA5 72773,53750,105,1521,72773,6.903353057199212
ZCTA5 51561,65938,109,1199,51561,9.090909090909092
ZCTA5 51530,48553,41,578,51530,7.093425605536333
ZCTA5 51055,69583,37,1280,51055,2.890625
ZCTA5 51550,41250,16,138,51550,11.594202898550725
ZCTA5 51005,61932,112,1290,51005,8.682170542635658
ZCTA5 51009,40417,39,147,51009,26.53061224489796
ZCTA5 51656,53750,0,47,51656,0.0
ZCTA5 51446,70313,97,570,51446,17.017543859649123
ZCTA5 35020,28129,7329,24538,35020,29.867959898932266
ZCTA5 35034,33571,1770,5451,35034,32.471106219042376
ZCTA5 05048,67267,194,2938,05048,6.603131381892443
ZCTA5 05055,115345,159,3264,05055,4.8713235294117645
ZCTA5 05075,76438,58,941,05075,6.163655685441021
ZCTA5 05148,70405,18,1223,05148,1.4717906786590351
ZCTA5 05153,45000,52,575,05153,9.043478260869566
ZCTA5 05155,50446,57,770,05155,7.402597402597403
ZCTA5 05158,69000,154,1136,05158,13.556338028169016
ZCTA5 05352,73750,55,897,05352,6.131549609810479
ZCTA5 05358,54688,15,139,05358,10.79136690647482
ZCTA5 05361,68309,172,1076,05361,15.985130111524162
ZCTA5 05401,52297,7937,26949,05401,29.451927715314113
ZCTA5 05404,56236,1608,7156,05404,22.47065399664617
ZCTA5 05445,106614,74,3796,05445,1.9494204425711277
ZCTA5 05454,79518,200,5130,05454,3.898635477582846
ZCTA5 05455,95852,106,1307,05455,8.11017597551645
ZCTA5 05464,76250,303,3219,05464,9.412861136999068
ZCTA5 05465,96458,246,5306,05465,4.636260836788542
ZCTA5 05472,78438,44,1776,05472,2.4774774774774775
ZCTA5 05487,62981,127,1497,05487,8.483633934535737
ZCTA5 05489,97143,104,3507,05489,2.9654975762760194
ZCTA5 05491,71782,462,5895,05491,7.837150127226463
ZCTA5 05602,66971,529,11522,05602,4.591216802638431
ZCTA5 05070,98929,43,484,05070,8.884297520661157
ZCTA5 05053,114306,16,281,05053,5.6939501779359425
ZCTA5 05058,67750,35,344,05058,10.174418604651162
ZCTA5 05059,-666666666,0,441,05059,0.0
ZCTA5 05072,96429,6,591,05072,1.015228426395939
ZCTA5 05101,59560,654,4269,05101,15.319747013352073
ZCTA5 05146,73750,33,531,05146,6.214689265536723
ZCTA5 05150,55932,204,664,05150,30.72289156626506
ZCTA5 05152,94375,24,445,05152,5.393258426966292
ZCTA5 05254,101667,17,148,05254,11.486486486486488
ZCTA5 05255,74609,416,4069,05255,10.223642172523961
ZCTA5 05458,90250,104,2121,05458,4.903347477604903
ZCTA5 05471,27123,104,656,05471,15.853658536585366
ZCTA5 05473,83182,44,1345,05473,3.2713754646840147
ZCTA5 05474,79500,53,1008,05474,5.257936507936508
ZCTA5 05482,91914,442,7599,05482,5.8165548098434
ZCTA5 05494,100083,24,1657,05494,1.448400724200362
ZCTA5 05647,60722,143,1139,05647,12.554872695346795
ZCTA5 05657,-666666666,6,44,05657,13.636363636363635
ZCTA5 05658,57007,115,1592,05658,7.223618090452261
ZCTA5 05660,92958,50,1559,05660,3.207184092366902
ZCTA5 05661,55882,853,5924,05661,14.39905469277515
ZCTA5 05680,66510,257,2078,05680,12.367661212704524
ZCTA5 51241,78250,55,2025,51241,2.7160493827160495
ZCTA5 51357,54345,43,716,51357,6.005586592178771
ZCTA5 86016,-666666666,7,33,86016,21.21212121212121
ZCTA5 93263,45867,5466,21130,93263,25.86843350686228
ZCTA5 93276,-666666666,14,134,93276,10.44776119402985
ZCTA5 86514,33977,1174,3384,86514,34.69267139479905
ZCTA5 86324,29343,398,4367,86324,9.113808106251431
ZCTA5 86351,67659,723,6494,86351,11.133353865106251
ZCTA5 86502,16500,360,980,86502,36.734693877551024
ZCTA5 14039,-666666666,14,57,14039,24.561403508771928
ZCTA5 14054,59375,92,1546,14054,5.950840879689522
ZCTA5 67525,51250,119,970,67525,12.268041237113401
ZCTA5 67950,41698,283,1771,67950,15.979672501411631
ZCTA5 67346,61458,27,340,67346,7.941176470588235
ZCTA5 67353,39444,110,497,67353,22.132796780684107
ZCTA5 45056,49811,7159,20898,45056,34.25686668580725
ZCTA5 45112,-666666666,0,62,45112,0.0
ZCTA5 45312,70000,42,993,45312,4.229607250755287
ZCTA5 45315,85318,146,3253,45315,4.488164770980633
ZCTA5 83350,49528,2152,12112,83350,17.76750330250991
ZCTA5 85003,48306,1595,8302,85003,19.21223801493616
ZCTA5 85024,82618,1852,26680,85024,6.941529235382308
ZCTA5 85201,46348,10844,54723,85201,19.81616504943077
ZCTA5 84328,80000,69,1440,84328,4.791666666666667
ZCTA5 84314,91932,95,1211,84314,7.844756399669695
ZCTA5 84539,-666666666,77,325,84539,23.692307692307693
ZCTA5 84540,-666666666,0,99,84540,0.0
ZCTA5 84734,41250,16,315,84734,5.079365079365079
ZCTA5 84027,45250,75,587,84027,12.776831345826235
ZCTA5 84339,85788,276,5797,84339,4.7610833189580815
ZCTA5 84069,72500,42,479,84069,8.768267223382047
ZCTA5 84040,95934,521,25298,84040,2.0594513400268797
ZCTA5 84042,94063,476,11135,84042,4.2748091603053435
ZCTA5 84180,-666666666,0,0,84180,
ZCTA5 93041,64208,2639,22662,93041,11.645044567999294
ZCTA5 93101,62925,5008,32501,93101,15.408756653641426
ZCTA5 93247,39426,5215,17242,93247,30.2459111471987
ZCTA5 93420,91211,1607,29729,93420,5.405496316727774
ZCTA5 93454,68954,4439,40113,93454,11.066237877994665
ZCTA5 93626,90703,165,2438,93626,6.767842493847416
ZCTA5 93501,41047,1211,4798,93501,25.23968320133389
ZCTA5 93012,106388,2155,33053,93012,6.519831785314495
ZCTA5 86442,42776,6215,33486,86442,18.55999522188377
ZCTA5 86434,38095,581,1725,86434,33.68115942028985
ZCTA5 86515,35332,733,3592,86515,20.406458797327396
ZCTA5 86403,47500,3188,19084,86403,16.705093271850764
ZCTA5 86431,26063,165,419,86431,39.37947494033413
ZCTA5 86503,23862,4935,10494,86503,47.02687249857061
ZCTA5 86301,57432,3305,22522,86301,14.674540449338425
ZCTA5 14058,70625,150,2154,14058,6.963788300835655
ZCTA5 67561,52697,107,1327,67561,8.063300678221552
ZCTA5 67002,95422,1068,14947,67002,7.145246537766776
ZCTA5 67003,47292,371,2269,67003,16.35081533715293
ZCTA5 67360,41250,98,403,67360,24.317617866004962
ZCTA5 45115,-666666666,0,85,45115,0.0
ZCTA5 45148,48452,251,1454,45148,17.262723521320495
ZCTA5 45325,73688,62,2424,45325,2.557755775577558
ZCTA5 45344,56706,2575,16616,45344,15.497111218103033
ZCTA5 83605,52738,7174,45571,83605,15.7424677975028
ZCTA5 83116,56563,111,723,83116,15.352697095435685
ZCTA5 21074,85266,515,14903,21074,3.45568006441656
ZCTA5 21205,33645,5637,15840,21205,35.58712121212121
ZCTA5 21227,67250,5251,33173,21227,15.829138154523257
ZCTA5 21037,111142,1486,21032,21037,7.06542411563332
ZCTA5 21201,45797,4694,16817,21201,27.912231670333593
ZCTA5 21550,55478,1410,14071,21550,10.020609764764409
ZCTA5 39040,39091,554,3186,39040,17.38857501569366
ZCTA5 39044,63148,253,3565,39044,7.096774193548387
ZCTA5 39061,-666666666,0,0,39061,
ZCTA5 39067,43191,186,1166,39067,15.951972555746142
ZCTA5 39114,42426,1818,10362,39114,17.544875506658947
ZCTA5 39364,37127,993,2743,39364,36.20123951877506
ZCTA5 39459,44625,1034,3816,39459,27.096436058700206
ZCTA5 39464,53132,90,2870,39464,3.1358885017421603
