ZCTA Name,Median Household Income,Population Below Poverty Level,Total Population for Poverty Determination,ZCTA,Poverty Rate (%)
ZCTA5 01001,73398,1110,15554,01001,7.1364279285071355
ZCTA5 01002,74265,4443,20017,01002,22.1961332867063
ZCTA5 01003,-666666666,3,46,01003,6.521739130434782
ZCTA5 01005,97409,420,4725,01005,8.88888888888889
ZCTA5 01007,99500,1268,15360,01007,8.255208333333334
ZCTA5 01008,93405,40,1227,01008,3.2599837000814995
ZCTA5 01009,68510,106,699,01009,15.164520743919885
ZCTA5 01010,88438,224,3687,01010,6.075400054244643
ZCTA5 01011,80640,121,1318,01011,9.180576631259484
ZCTA5 01012,73906,41,440,01012,9.318181818181818
ZCTA5 01013,62000,3926,22185,01013,17.696641875140863
ZCTA5 01020,67617,4090,30230,01020,13.52960635130665
ZCTA5 01022,52207,412,2144,01022,19.21641791044776
ZCTA5 01026,83875,73,1073,01026,6.803355079217148
ZCTA5 01027,69337,1538,17636,01027,8.720798366976638
ZCTA5 01028,100610,566,15878,01028,3.5646806902632577
ZCTA5 01029,93125,14,527,01029,2.6565464895635675
ZCTA5 01030,87324,716,12484,01030,5.735341236783082
ZCTA5 01031,51250,340,1697,01031,20.035356511490864
ZCTA5 01032,88077,48,484,01032,9.917355371900827
ZCTA5 01033,102248,304,6075,01033,5.004115226337449
ZCTA5 01034,104583,130,2048,01034,6.34765625
ZCTA5 01035,112450,230,5152,01035,4.464285714285714
ZCTA5 01036,110320,115,4901,01036,2.346459906141604
ZCTA5 01037,78047,9,552,01037,1.6304347826086956
ZCTA5 01038,103125,160,2451,01038,6.527947776417789
ZCTA5 01039,109167,68,1728,01039,3.935185185185185
ZCTA5 01040,49007,9675,37196,01040,26.0108613829444
ZCTA5 01050,84333,322,2703,01050,11.912689604143544
ZCTA5 01053,60875,177,1602,01053,11.04868913857678
ZCTA5 01054,105833,166,1784,01054,9.304932735426009
ZCTA5 01056,76395,1969,20222,01056,9.73692018593611
ZCTA5 01057,85614,859,8152,01057,10.537291462217862
ZCTA5 01060,79604,1692,14174,01060,11.937350077606885
ZCTA5 01062,87409,955,9167,01062,10.417802988982219
ZCTA5 01063,-666666666,0,10,01063,0.0
ZCTA5 01066,20202,83,134,01066,61.940298507462686
ZCTA5 01068,93906,83,1580,01068,5.253164556962026
ZCTA5 01069,71439,636,8401,01069,7.570527318176408
ZCTA5 01070,60313,87,568,01070,15.316901408450704
ZCTA5 01071,105417,48,1259,01071,3.8125496425734715
ZCTA5 01072,99000,61,1413,01072,4.3170559094125975
ZCTA5 01073,114531,114,6185,01073,1.8431689571544059
ZCTA5 01074,88190,331,694,01074,47.69452449567723
ZCTA5 01075,92740,1220,14906,01075,8.184623641486649
ZCTA5 01077,106779,388,9222,01077,4.207330297115593
ZCTA5 01079,-666666666,150,640,01079,23.4375
ZCTA5 01080,89335,122,2674,01080,4.56245325355273
ZCTA5 01081,88636,76,1682,01081,4.5184304399524375
ZCTA5 01082,66607,1134,10455,01082,10.846484935437589
ZCTA5 01083,87511,307,2539,01083,12.09137455691217
ZCTA5 01084,86538,9,93,01084,9.67741935483871
ZCTA5 01085,78901,3396,38990,01085,8.709925621954346
ZCTA5 01088,51591,83,725,01088,11.448275862068966
ZCTA5 01089,67297,3022,28665,01089,10.542473399616256
ZCTA5 01092,69048,99,1383,01092,7.158351409978309
ZCTA5 01093,130781,0,145,01093,0.0
ZCTA5 01094,87188,0,44,01094,0.0
ZCTA5 01095,126689,552,14343,01095,3.848567245346162
ZCTA5 01096,106250,110,2510,01096,4.382470119521913
ZCTA5 01097,-666666666,0,36,01097,0.0
ZCTA5 01098,91181,27,945,01098,2.857142857142857
ZCTA5 01103,21288,998,2241,01103,44.53369031682285
ZCTA5 01104,47413,4550,22431,01104,20.28442780081138
ZCTA5 01105,23948,5784,11869,01105,48.7319909006656
ZCTA5 01106,137597,585,15488,01106,3.777117768595041
ZCTA5 01107,30825,5047,12318,01107,40.972560480597494
ZCTA5 01108,48465,7419,25960,01108,28.578582434514637
ZCTA5 01109,42928,6997,28279,01109,24.742741964001556
ZCTA5 01118,78354,2232,14957,01118,14.922778632078625
ZCTA5 01119,54326,2336,12923,01119,18.076298073202818
ZCTA5 01128,77050,216,3063,01128,7.051909892262488
ZCTA5 01129,80352,757,6393,01129,11.841076177068668
ZCTA5 01144,-666666666,0,0,01144,
ZCTA5 01151,51410,1661,9460,01151,17.558139534883722
ZCTA5 01201,67262,6084,44467,01201,13.682056356399128
ZCTA5 01220,54677,1123,8142,01220,13.79267993122083
ZCTA5 01222,78077,43,623,01222,6.902086677367576
ZCTA5 01223,79226,216,2563,01223,8.427623878267655
ZCTA5 01224,-666666666,0,124,01224,0.0
ZCTA5 01225,72485,209,3239,01225,6.452608829885767
ZCTA5 01226,76198,492,6244,01226,7.879564381806533
ZCTA5 01229,-666666666,27,125,01229,21.6
ZCTA5 01230,73884,647,8276,01230,7.817786370227163
ZCTA5 01235,71641,203,2459,01235,8.255388369255796
ZCTA5 01236,113958,47,1592,01236,2.9522613065326633
ZCTA5 01237,86300,87,2451,01237,3.549571603427173
ZCTA5 01238,77679,396,5780,01238,6.851211072664359
ZCTA5 01240,82578,340,4599,01240,7.392911502500543
ZCTA5 01242,-666666666,10,255,01242,3.9215686274509802
ZCTA5 01243,79167,7,135,01243,5.185185185185185
ZCTA5 01244,56842,8,158,01244,5.063291139240507
ZCTA5 01245,111354,69,828,01245,8.333333333333332
ZCTA5 01247,53692,1900,14312,01247,13.275572945779764
ZCTA5 01253,102596,18,800,01253,2.25
ZCTA5 01254,91667,50,961,01254,5.202913631633715
ZCTA5 01255,73958,56,877,01255,6.385404789053592
ZCTA5 01256,54219,90,616,01256,14.61038961038961
ZCTA5 01257,78940,287,2230,01257,12.869955156950672
ZCTA5 01258,117917,6,188,01258,3.1914893617021276
ZCTA5 01259,120568,22,687,01259,3.2023289665211063
ZCTA5 01260,-666666666,0,20,01260,0.0
ZCTA5 01262,75804,253,1742,01262,14.523536165327211
ZCTA5 01264,78750,30,207,01264,14.492753623188406
ZCTA5 01266,85714,98,952,01266,10.294117647058822
ZCTA5 01267,101823,630,5915,01267,10.650887573964498
ZCTA5 01270,100833,43,999,01270,4.3043043043043046
ZCTA5 01301,53536,2646,17180,01301,15.40162980209546
ZCTA5 01330,80560,188,1600,01330,11.75
ZCTA5 01331,66985,1394,13632,01331,10.22593896713615
ZCTA5 01337,79000,157,2466,01337,6.366585563665855
ZCTA5 01338,56250,0,65,01338,0.0
ZCTA5 01339,69500,131,1396,01339,9.383954154727794
ZCTA5 01340,74632,135,1882,01340,7.173219978746015
ZCTA5 01341,92500,52,1612,01341,3.225806451612903
ZCTA5 01342,99583,214,1261,01342,16.97065820777161
ZCTA5 01343,76250,14,150,01343,9.333333333333334
ZCTA5 01344,70560,131,1625,01344,8.061538461538461
ZCTA5 01346,105944,34,401,01346,8.478802992518704
ZCTA5 01347,74712,27,197,01347,13.705583756345177
ZCTA5 01349,70240,117,764,01349,15.314136125654452
ZCTA5 01350,-666666666,11,103,01350,10.679611650485436
ZCTA5 01351,96389,203,2741,01351,7.406056183874499
ZCTA5 01354,79135,160,1743,01354,9.179575444635686
ZCTA5 01355,76739,108,1009,01355,10.703666997026758
ZCTA5 01360,94775,204,2853,01360,7.150368033648791
ZCTA5 01364,55773,1545,7588,01364,20.36109646810754
ZCTA5 01366,104205,74,1140,01366,6.491228070175438
ZCTA5 01367,78125,65,502,01367,12.94820717131474
ZCTA5 01368,98542,163,1455,01368,11.202749140893472
ZCTA5 01370,74680,500,3701,01370,13.509862199405568
ZCTA5 01373,96546,168,4907,01373,3.4236804564907275
ZCTA5 01375,59185,676,3588,01375,18.84057971014493
ZCTA5 01376,53671,425,4760,01376,8.928571428571429
ZCTA5 01378,89643,54,811,01378,6.658446362515413
ZCTA5 01379,66290,121,779,01379,15.532734274711169
ZCTA5 01380,-666666666,7,25,01380,28.000000000000004
ZCTA5 01420,65599,5637,40058,01420,14.072095461580709
ZCTA5 01430,111801,616,6374,01430,9.664261060558518
ZCTA5 01431,105750,91,3187,01431,2.8553498588013806
ZCTA5 01432,99375,572,8009,01432,7.141965289049819
ZCTA5 01434,106875,82,850,01434,9.647058823529411
ZCTA5 01436,90225,209,3556,01436,5.877390326209224
ZCTA5 01438,83953,4,385,01438,1.0389610389610389
ZCTA5 01440,57289,2968,20116,01440,14.75442433883476
ZCTA5 01450,186750,501,11065,01450,4.527790329868956
ZCTA5 01451,199191,233,5362,01451,4.345393509884372
ZCTA5 01452,114922,324,4297,01452,7.54014428671166
ZCTA5 01453,75954,3874,43294,01453,8.948122141636254
ZCTA5 01460,151488,691,9934,01460,6.955908999396014
ZCTA5 01462,106473,842,11727,01462,7.180011938262131
ZCTA5 01463,124052,729,11555,01463,6.30895716140199
ZCTA5 01464,114118,125,5956,01464,2.0987239758226996
ZCTA5 01468,106581,182,4009,01468,4.539785482664007
ZCTA5 01469,100402,494,7128,01469,6.930415263748597
ZCTA5 01473,95674,278,8090,01473,3.4363411619283064
ZCTA5 01474,117109,188,1902,01474,9.884332281808621
ZCTA5 01475,85379,1023,10124,01475,10.104701698933228
ZCTA5 01501,101992,612,16630,01501,3.6800962116656644
ZCTA5 01503,123077,176,3502,01503,5.025699600228441
ZCTA5 01504,95132,445,9165,01504,4.8554282596835785
ZCTA5 01505,133292,390,4850,01505,8.041237113402062
ZCTA5 01506,71122,245,3443,01506,7.115887307580598
ZCTA5 01507,113896,498,13227,01507,3.7650260830120206
ZCTA5 01510,89888,922,15294,01510,6.02850791159932
ZCTA5 01515,77122,131,2100,01515,6.238095238095238
ZCTA5 01516,138276,281,9213,01516,3.050037989797026
ZCTA5 01518,102500,280,3047,01518,9.189366590088612
ZCTA5 01519,144452,417,7634,01519,5.462405030128373
ZCTA5 01520,141508,726,16670,01520,4.355128974205159
ZCTA5 01521,81250,230,2585,01521,8.897485493230175
ZCTA5 01522,116894,175,2890,01522,6.055363321799308
ZCTA5 01523,111506,228,7305,01523,3.1211498973305956
ZCTA5 01524,88933,276,5804,01524,4.755341144038594
ZCTA5 01525,-666666666,0,31,01525,0.0
ZCTA5 01527,109119,677,13710,01527,4.938001458789205
ZCTA5 01529,95144,250,3166,01529,7.896399241945673
ZCTA5 01531,99318,128,984,01531,13.008130081300814
ZCTA5 01532,160801,593,15508,01532,3.8238328604591176
ZCTA5 01534,123370,166,5728,01534,2.89804469273743
ZCTA5 01535,80380,393,4746,01535,8.280657395701644
ZCTA5 01536,103793,593,7246,01536,8.183825558929064
ZCTA5 01537,67750,78,1935,01537,4.0310077519379846
ZCTA5 01540,100757,417,11328,01540,3.68114406779661
ZCTA5 01541,163750,135,3495,01541,3.862660944206009
ZCTA5 01542,106719,50,2748,01542,1.8195050946142648
ZCTA5 01543,150685,140,9079,01543,1.5420200462606015
ZCTA5 01545,127088,1502,38575,01545,3.893713545042126
ZCTA5 01550,55182,3119,17390,01550,17.935595169637722
ZCTA5 01560,94464,207,4720,01560,4.385593220338984
ZCTA5 01561,-666666666,0,0,01561,
ZCTA5 01562,76225,718,11950,01562,6.00836820083682
ZCTA5 01564,131058,197,7912,01564,2.4898887765419615
ZCTA5 01566,122844,126,6795,01566,1.8543046357615895
ZCTA5 01568,147198,138,7799,01568,1.7694576227721501
ZCTA5 01569,124057,452,13954,01569,3.2392145621327217
ZCTA5 01570,70644,2467,17247,01570,14.303936916565199
ZCTA5 01571,87306,797,10896,01571,7.3146108663729805
ZCTA5 01581,133145,960,21015,01581,4.5681655960028555
ZCTA5 01583,97736,531,6652,01583,7.982561635598316
ZCTA5 01585,69767,459,4680,01585,9.807692307692308
ZCTA5 01588,88487,909,10361,01588,8.773284432004633
ZCTA5 01590,138750,389,9257,01590,4.202225342983688
ZCTA5 01602,86128,3239,24419,01602,13.26426143576723
ZCTA5 01603,58797,3010,20299,01603,14.828316665845609
ZCTA5 01604,68823,5910,40320,01604,14.657738095238097
ZCTA5 01605,51360,7551,29671,01605,25.449091705705907
ZCTA5 01606,82640,2298,22199,01606,10.351817649443669
ZCTA5 01607,63718,1568,8584,01607,18.266542404473437
ZCTA5 01608,41319,2161,4921,01608,43.91383865068075
ZCTA5 01609,58246,4040,18774,01609,21.51912219026313
ZCTA5 01610,39570,7548,22586,01610,33.41893208182059
ZCTA5 01611,113276,138,2169,01611,6.36237897648686
ZCTA5 01612,130787,60,4373,01612,1.372055796935742
ZCTA5 01701,124532,1745,32341,01701,5.395627840821248
ZCTA5 01702,76636,5409,36823,01702,14.689188822203514
ZCTA5 01718,-666666666,2,737,01718,0.27137042062415195
ZCTA5 01719,151207,220,5462,01719,4.027828634199927
ZCTA5 01720,151339,620,22952,01720,2.7012896479609623
ZCTA5 01721,124311,770,18457,01721,4.171858915316682
ZCTA5 01730,143424,655,14171,01730,4.622115588173029
ZCTA5 01731,71250,0,1737,01731,0.0
ZCTA5 01740,191208,134,5653,01740,2.3704227843622854
ZCTA5 01741,247656,195,5178,01741,3.7659327925840094
ZCTA5 01742,183657,423,17088,01742,2.475421348314607
ZCTA5 01745,162350,0,554,01745,0.0
ZCTA5 01746,149614,452,14875,01746,3.038655462184874
ZCTA5 01747,120750,261,5988,01747,4.35871743486974
ZCTA5 01748,191439,799,18697,01748,4.273412846980799
ZCTA5 01749,103086,1098,19928,01749,5.5098354074668805
ZCTA5 01752,94199,3605,40905,01752,8.813103532575479
ZCTA5 01754,112524,875,10648,01754,8.217505634861007
ZCTA5 01756,135909,427,6216,01756,6.86936936936937
ZCTA5 01757,93100,2789,30078,01757,9.27255801582552
ZCTA5 01760,133623,1647,36000,01760,4.575
ZCTA5 01770,242688,106,4404,01770,2.406902815622162
ZCTA5 01772,188000,336,9811,01772,3.4247273468555703
ZCTA5 01773,185288,354,5149,01773,6.875121382792776
ZCTA5 01775,166833,305,7111,01775,4.289129517648713
ZCTA5 01776,234427,278,18736,01776,1.4837745516652434
ZCTA5 01778,207721,554,13997,01778,3.9579909980710157
ZCTA5 01801,104780,2665,40752,01801,6.53955634079309
ZCTA5 01803,134189,1347,25871,01803,5.206601986780565
ZCTA5 01810,162694,1155,35077,01810,3.292755936938735
ZCTA5 01821,138397,1088,30808,01821,3.531550246689172
ZCTA5 01824,137778,1398,26495,01824,5.276467257973202
ZCTA5 01826,102335,2160,32179,01826,6.712452220392182
ZCTA5 01827,193583,33,3353,01827,0.9841932597673724
ZCTA5 01830,72195,3791,26288,01830,14.421028606208155
ZCTA5 01832,78151,2729,25531,01832,10.688966354627707
ZCTA5 01833,148810,255,8376,01833,3.044412607449857
ZCTA5 01834,131952,214,6742,01834,3.1741323049540195
ZCTA5 01835,102162,514,14523,01835,3.539213661089306
ZCTA5 01840,30696,2241,6894,01840,32.5065274151436
ZCTA5 01841,51574,10373,51932,01841,19.974197026881306
ZCTA5 01843,72630,4287,28186,01843,15.209678563826012
ZCTA5 01844,93739,4677,52370,01844,8.93068550696964
ZCTA5 01845,131852,2216,29882,01845,7.41583562010575
ZCTA5 01850,66069,3118,16646,01850,18.731226721134206
ZCTA5 01851,79330,5101,31856,01851,16.012682069311904
ZCTA5 01852,76272,5097,36008,01852,14.155187736058652
ZCTA5 01854,66645,5016,25766,01854,19.467515330280214
ZCTA5 01860,100321,571,6656,01860,8.578725961538462
ZCTA5 01862,125159,767,10174,01862,7.538824454491842
ZCTA5 01863,128682,298,9506,01863,3.1348621922996
ZCTA5 01864,141442,417,15420,01864,2.7042801556420235
ZCTA5 01867,154505,907,25283,01867,3.587390736858759
ZCTA5 01876,120891,956,30468,01876,3.137718261782854
ZCTA5 01879,140901,572,12385,01879,4.618490109002826
ZCTA5 01880,125707,1119,26643,01880,4.199977480013512
ZCTA5 01886,174424,416,24465,01886,1.70038830983037
ZCTA5 01887,151034,572,22799,01887,2.5088819685073904
ZCTA5 01890,208531,754,22534,01890,3.3460548504482115
ZCTA5 01901,20699,711,1658,01901,42.882991556091675
ZCTA5 01902,59445,8125,51431,01902,15.797865100814684
ZCTA5 01904,94809,1638,20019,01904,8.182226884459762
ZCTA5 01905,74792,3579,26711,01905,13.39897420538355
ZCTA5 01906,96064,2472,28200,01906,8.76595744680851
ZCTA5 01907,116161,1002,15072,01907,6.648089171974522
ZCTA5 01908,105867,151,3289,01908,4.591061112800244
ZCTA5 01913,91010,1387,16968,01913,8.174210278170674
ZCTA5 01915,98474,4106,38385,01915,10.696886804741435
ZCTA5 01921,203750,125,8234,01921,1.5180957007529754
ZCTA5 01922,197583,277,3808,01922,7.274159663865547
ZCTA5 01923,116636,1070,27157,01923,3.94005228854439
ZCTA5 01929,133026,305,3587,01929,8.50292723724561
ZCTA5 01930,84465,3212,29604,01930,10.849885150655316
ZCTA5 01937,-666666666,114,176,01937,64.77272727272727
ZCTA5 01938,123266,906,13728,01938,6.59965034965035
ZCTA5 01940,157955,813,13072,01940,6.219400244798042
ZCTA5 01944,209052,146,5386,01944,2.7107315261789826
ZCTA5 01945,163561,602,20267,01945,2.9703458824690383
ZCTA5 01949,168245,327,8742,01949,3.740562800274537
ZCTA5 01950,127306,1059,18104,01950,5.849536014140522
ZCTA5 01951,163077,122,2892,01951,4.218533886583679
ZCTA5 01952,97237,507,9164,01952,5.532518550851156
ZCTA5 01960,91032,3736,53416,01960,6.9941590534671265
ZCTA5 01965,241003,18,775,01965,2.3225806451612905
ZCTA5 01966,95091,348,6917,01966,5.031082839381234
ZCTA5 01969,135396,53,6133,01969,0.8641774009457035
ZCTA5 01970,79267,5928,43106,01970,13.75214587296432
ZCTA5 01982,139250,364,7428,01982,4.900376952073236
ZCTA5 01983,162734,327,6430,01983,5.085536547433903
ZCTA5 01984,181982,140,3653,01984,3.832466465918423
ZCTA5 01985,181125,157,4496,01985,3.4919928825622772
ZCTA5 02019,116152,867,16923,02019,5.123205105477752
ZCTA5 02021,130134,1216,23965,02021,5.074066346755686
ZCTA5 02025,178013,323,8237,02025,3.921330581522399
ZCTA5 02026,118877,994,24389,02026,4.075607856000656
ZCTA5 02030,250001,95,5875,02030,1.6170212765957446
ZCTA5 02032,170174,332,4830,02032,6.873706004140787
ZCTA5 02035,104350,965,18409,02035,5.24200119506763
ZCTA5 02038,138062,1462,31783,02038,4.599943365950351
ZCTA5 02043,170326,769,23893,02043,3.218515883313104
ZCTA5 02045,128022,364,10106,02045,3.6018207005739162
ZCTA5 02047,-666666666,0,189,02047,0.0
ZCTA5 02048,125506,1111,23783,02048,4.671403943993608
ZCTA5 02050,118633,2035,25807,02050,7.885457434029528
ZCTA5 02052,215099,417,12799,02052,3.2580670364872257
ZCTA5 02053,165614,555,13044,02053,4.254829806807728
ZCTA5 02054,140816,359,8532,02054,4.207688701359587
ZCTA5 02056,182716,192,9885,02056,1.9423368740515934
ZCTA5 02061,179777,336,11106,02061,3.0253916801728797
ZCTA5 02062,98653,2337,30893,02062,7.564820509500534
ZCTA5 02066,127255,426,18533,02066,2.298602492850591
ZCTA5 02067,181545,262,18380,02067,1.4254624591947769
ZCTA5 02071,200496,0,1480,02071,0.0
ZCTA5 02072,98145,2011,28749,02072,6.995025913944833
ZCTA5 02081,141599,856,19640,02081,4.358452138492871
ZCTA5 02090,192887,803,15972,02090,5.027548209366391
ZCTA5 02093,151833,448,11926,02093,3.756498406842194
ZCTA5 02108,170379,530,3612,02108,14.673311184939092
ZCTA5 02109,162179,243,3434,02109,7.076295864880605
ZCTA5 02110,126157,346,2337,02110,14.80530594779632
ZCTA5 02111,72321,2099,7553,02111,27.790282007149475
ZCTA5 02113,106625,739,6688,02113,11.049641148325358
ZCTA5 02114,121418,1452,12873,02114,11.279422046143091
ZCTA5 02115,51454,5682,16749,02115,33.924413397814796
ZCTA5 02116,131648,2976,19664,02116,15.134255492270137
ZCTA5 02118,74155,7200,27461,02118,26.21900149302647
ZCTA5 02119,37158,8218,26597,02119,30.898221603940296
