ZCTA Name,Median Household Income,Population Below Poverty Level,Total Population for Poverty Determination,ZCTA,Poverty Rate (%)
ZCTA5 38575,60216,116,1004,38575,11.553784860557768
ZCTA5 38577,43796,235,1381,38577,17.016654598117306
ZCTA5 38578,34167,6,127,38578,4.724409448818897
ZCTA5 38579,43923,566,1435,38579,39.44250871080139
ZCTA5 38580,51111,111,1652,38580,6.719128329297821
ZCTA5 38581,46625,824,3607,38581,22.84446908788467
ZCTA5 38582,74375,87,1807,38582,4.814609850581074
ZCTA5 38583,47241,3493,24533,38583,14.237965189744425
ZCTA5 38585,38636,903,4699,38585,19.216854649925516
ZCTA5 38587,33690,331,1286,38587,25.738724727838257
ZCTA5 38588,39432,199,1093,38588,18.2067703568161
ZCTA5 38589,50083,0,248,38589,0.0
ZCTA5 38601,38000,384,2209,38601,17.38343141693074
ZCTA5 38603,44828,324,2462,38603,13.160032493907392
ZCTA5 38606,48354,2825,14485,38606,19.502934069727303
ZCTA5 38610,40536,369,3086,38610,11.957226182760856
ZCTA5 38611,49245,2504,15817,38611,15.831067838401719
ZCTA5 38614,32597,6270,16473,38614,38.062283737024224
ZCTA5 38617,18938,415,670,38617,61.940298507462686
ZCTA5 38618,47042,1919,11534,38618,16.637766603086526
ZCTA5 38619,27125,1814,5339,38619,33.9764000749204
ZCTA5 38620,34059,681,3626,38620,18.781025923883064
ZCTA5 38621,31377,740,2031,38621,36.43525356967011
ZCTA5 38622,28043,341,761,38622,44.809461235216816
ZCTA5 38623,16250,33,119,38623,27.73109243697479
ZCTA5 38625,31952,289,1512,38625,19.113756613756614
ZCTA5 38626,-666666666,206,786,38626,26.208651399491096
ZCTA5 38627,41190,190,1588,38627,11.964735516372796
ZCTA5 38629,50000,399,2134,38629,18.697282099343955
ZCTA5 38631,22396,716,1234,38631,58.0226904376013
ZCTA5 38632,74866,1740,27820,38632,6.2544931703810205
ZCTA5 38633,34688,341,2433,38633,14.015618577887382
ZCTA5 38635,44510,2743,13172,38635,20.824476161554813
ZCTA5 38637,54783,3872,26476,38637,14.624565644357155
ZCTA5 38639,27375,224,606,38639,36.96369636963696
ZCTA5 38641,65739,351,1956,38641,17.94478527607362
ZCTA5 38642,53191,187,2454,38642,7.620211898940505
ZCTA5 38643,19198,540,1324,38643,40.78549848942598
ZCTA5 38644,32083,69,158,38644,43.67088607594937
ZCTA5 38645,46985,136,1199,38645,11.34278565471226
ZCTA5 38646,33674,772,2756,38646,28.011611030478957
ZCTA5 38647,21471,308,715,38647,43.07692307692308
ZCTA5 38650,61855,590,4549,38650,12.969883490877116
ZCTA5 38651,105958,235,8663,38651,2.712686136442341
ZCTA5 38652,47295,1971,14777,38652,13.338296000541384
ZCTA5 38654,89029,3883,54760,38654,7.0909422936449955
ZCTA5 38655,54780,9803,44587,38655,21.986229169937427
ZCTA5 38658,72730,248,2958,38658,8.384043272481406
ZCTA5 38659,38625,607,2484,38659,24.436392914653783
ZCTA5 38661,40668,487,2183,38661,22.308749427393497
ZCTA5 38663,41750,2899,11732,38663,24.71019434026594
ZCTA5 38664,44675,860,3065,38664,28.05872756933116
ZCTA5 38665,54906,91,2633,38665,3.4561336878085833
ZCTA5 38666,34279,1397,6203,38666,22.52136063195228
ZCTA5 38668,62806,1991,12403,38668,16.05256792711441
ZCTA5 38670,34306,234,918,38670,25.49019607843137
ZCTA5 38671,54183,6077,35692,38671,17.026224364003138
ZCTA5 38672,104853,399,15811,38672,2.523559547150718
ZCTA5 38673,78977,38,1359,38673,2.79617365710081
ZCTA5 38674,41890,125,1505,38674,8.305647840531561
ZCTA5 38676,33012,2171,6060,38676,35.82508250825083
ZCTA5 38677,-666666666,0,0,38677,
ZCTA5 38680,60095,704,6541,38680,10.7628802935331
ZCTA5 38683,27500,758,3531,38683,21.467006513735488
ZCTA5 38685,44512,291,1430,38685,20.34965034965035
ZCTA5 38701,33619,7116,21849,38701,32.56899629273651
ZCTA5 38703,31438,3772,12026,38703,31.365375020788296
ZCTA5 38720,36875,187,651,38720,28.72503840245776
ZCTA5 38721,30926,414,948,38721,43.67088607594937
ZCTA5 38722,31875,69,246,38722,28.04878048780488
ZCTA5 38723,-666666666,0,58,38723,0.0
ZCTA5 38725,49844,363,1197,38725,30.32581453634085
ZCTA5 38726,27414,133,450,38726,29.555555555555557
ZCTA5 38730,49757,365,1797,38730,20.311630495269895
ZCTA5 38731,-666666666,0,10,38731,0.0
ZCTA5 38732,38537,4541,15156,38732,29.96173132752705
ZCTA5 38733,-666666666,0,0,38733,
ZCTA5 38736,35568,215,629,38736,34.181240063593
ZCTA5 38737,21446,1401,3041,38737,46.07037158829333
ZCTA5 38738,-666666666,30,87,38738,34.48275862068966
ZCTA5 38740,41293,53,352,38740,15.056818181818182
ZCTA5 38744,21719,269,603,38744,44.61028192371476
ZCTA5 38745,89375,0,213,38745,0.0
ZCTA5 38746,20250,265,457,38746,57.98687089715536
ZCTA5 38748,41667,1023,2987,38748,34.248409775694675
ZCTA5 38751,33347,3066,10377,38751,29.54611159294594
ZCTA5 38753,48167,282,1372,38753,20.55393586005831
ZCTA5 38754,38088,363,1171,38754,30.999146029035014
ZCTA5 38756,42083,1296,6318,38756,20.51282051282051
ZCTA5 38759,44417,130,1364,38759,9.530791788856305
ZCTA5 38760,44688,124,938,38760,13.219616204690832
ZCTA5 38761,29696,699,1999,38761,34.967483741870936
ZCTA5 38762,27717,1236,2367,38762,52.21799746514575
ZCTA5 38764,-666666666,15,302,38764,4.966887417218543
ZCTA5 38765,-666666666,25,40,38765,62.5
ZCTA5 38767,-666666666,0,91,38767,0.0
ZCTA5 38768,-666666666,27,45,38768,60.0
ZCTA5 38769,16818,986,1908,38769,51.677148846960165
ZCTA5 38771,50243,543,2722,38771,19.948567229977957
ZCTA5 38772,-666666666,0,61,38772,0.0
ZCTA5 38773,27474,840,2975,38773,28.235294117647058
ZCTA5 38774,26381,692,1621,38774,42.68969771745836
ZCTA5 38776,-666666666,0,16,38776,0.0
ZCTA5 38778,17436,653,1285,38778,50.81712062256809
ZCTA5 38781,14250,69,117,38781,58.97435897435898
ZCTA5 38801,56393,4445,29460,38801,15.08825526137135
ZCTA5 38804,53509,2327,15276,38804,15.233045299816705
ZCTA5 38821,49948,1446,11550,38821,12.519480519480519
ZCTA5 38824,44425,1156,8009,38824,14.433762017730054
ZCTA5 38826,74336,421,5307,38826,7.932918786508385
ZCTA5 38827,39556,622,3472,38827,17.9147465437788
ZCTA5 38828,57853,490,4961,38828,9.877040919169522
ZCTA5 38829,44541,2861,16508,38829,17.330991034649866
ZCTA5 38833,45610,354,2291,38833,15.45176778699258
ZCTA5 38834,44390,4523,27027,38834,16.735116735116733
ZCTA5 38838,19369,636,1279,38838,49.72634870992964
ZCTA5 38839,-666666666,17,29,38839,58.620689655172406
ZCTA5 38841,42156,809,3750,38841,21.573333333333334
ZCTA5 38843,54216,980,10129,38843,9.675190048375951
ZCTA5 38844,55964,67,241,38844,27.800829875518673
ZCTA5 38846,53556,129,1728,38846,7.465277777777778
ZCTA5 38847,46402,278,3625,38847,7.668965517241379
ZCTA5 38848,45441,187,787,38848,23.761118170266837
ZCTA5 38849,67279,428,5563,38849,7.6936904547905804
ZCTA5 38850,34107,781,2675,38850,29.19626168224299
ZCTA5 38851,39619,1795,8525,38851,21.055718475073316
ZCTA5 38852,38498,1626,8206,38852,19.814769680721422
ZCTA5 38855,60280,509,5163,38855,9.858609335657563
ZCTA5 38856,70758,207,1812,38856,11.42384105960265
ZCTA5 38857,83266,542,4509,38857,12.020403637170105
ZCTA5 38858,62071,1249,6933,38858,18.01528919659599
ZCTA5 38859,59022,110,595,38859,18.487394957983195
ZCTA5 38860,42976,1036,6371,38860,16.261183487678544
ZCTA5 38862,47203,418,2504,38862,16.69329073482428
ZCTA5 38863,52500,2704,18414,38863,14.684479200608234
ZCTA5 38864,47381,383,2193,38864,17.46466028271774
ZCTA5 38865,44872,868,5184,38865,16.743827160493826
ZCTA5 38866,72327,1312,12538,38866,10.464188865847824
ZCTA5 38868,49149,1044,5697,38868,18.325434439178515
ZCTA5 38869,56058,35,319,38869,10.9717868338558
ZCTA5 38870,54516,235,2799,38870,8.395855662736691
ZCTA5 38871,67917,186,1955,38871,9.514066496163682
ZCTA5 38873,54427,598,3028,38873,19.74900924702774
ZCTA5 38876,42279,128,1204,38876,10.631229235880399
ZCTA5 38878,39604,456,2545,38878,17.91748526522593
ZCTA5 38879,-666666666,0,58,38879,0.0
ZCTA5 38901,40634,4456,18513,38901,24.069572732674338
ZCTA5 38913,50455,92,373,38913,24.664879356568363
ZCTA5 38914,48688,286,812,38914,35.221674876847295
ZCTA5 38915,45847,551,3433,38915,16.05010195164579
ZCTA5 38916,37183,1181,4667,38916,25.305335333190488
ZCTA5 38917,60881,464,3832,38917,12.10855949895616
ZCTA5 38920,33403,243,579,38920,41.968911917098445
ZCTA5 38921,34410,1710,4761,38921,35.916824196597354
ZCTA5 38922,41582,865,2923,38922,29.59288402326377
ZCTA5 38923,66184,27,816,38923,3.308823529411765
ZCTA5 38924,-666666666,97,315,38924,30.793650793650794
ZCTA5 38925,32222,344,2163,38925,15.903837263060563
ZCTA5 38927,26424,184,795,38927,23.144654088050316
ZCTA5 38928,10789,308,331,38928,93.05135951661632
ZCTA5 38929,57917,264,1867,38929,14.140332083556508
ZCTA5 38930,30740,7204,23187,38930,31.06913356622245
ZCTA5 38940,45027,181,1632,38940,11.090686274509803
ZCTA5 38941,28056,1243,3131,38941,39.69977642925583
ZCTA5 38943,39186,84,692,38943,12.138728323699421
ZCTA5 38944,50446,0,197,38944,0.0
ZCTA5 38946,16950,102,254,38946,40.15748031496063
ZCTA5 38947,-666666666,10,30,38947,33.33333333333333
ZCTA5 38948,30814,311,2130,38948,14.600938967136152
ZCTA5 38949,63708,0,335,38949,0.0
ZCTA5 38950,-666666666,171,765,38950,22.35294117647059
ZCTA5 38951,38229,90,722,38951,12.465373961218837
ZCTA5 38952,57833,40,412,38952,9.70873786407767
ZCTA5 38953,-666666666,47,357,38953,13.165266106442578
ZCTA5 38954,-666666666,315,830,38954,37.95180722891566
ZCTA5 38957,53833,126,497,38957,25.352112676056336
ZCTA5 38961,-666666666,117,789,38961,14.82889733840304
ZCTA5 38962,-666666666,0,0,38962,
ZCTA5 38963,29764,360,3193,38963,11.274663326025681
ZCTA5 38964,-666666666,0,80,38964,0.0
ZCTA5 38965,49583,1733,8839,38965,19.60629030433307
ZCTA5 38966,21596,198,505,38966,39.20792079207921
ZCTA5 38967,34469,1974,7037,38967,28.051726588034676
ZCTA5 39038,31167,1911,5502,39038,34.73282442748092
ZCTA5 39039,51543,539,3143,39039,17.14922048997773
ZCTA5 39040,40293,633,3676,39040,17.21980413492927
ZCTA5 39041,36183,479,3449,39041,13.888083502464482
ZCTA5 39042,83502,2153,36597,39042,5.882995873978741
ZCTA5 39044,67739,415,3030,39044,13.696369636963695
ZCTA5 39045,33620,283,1779,39045,15.907813378302418
ZCTA5 39046,42718,6128,28018,39046,21.871653936754942
ZCTA5 39047,90577,2340,39747,39047,5.88723677258661
ZCTA5 39051,37219,3796,15230,39051,24.924491135915954
ZCTA5 39054,47875,145,417,39054,34.77218225419664
ZCTA5 39056,66261,2471,28175,39056,8.770186335403727
ZCTA5 39057,34182,880,2197,39057,40.054619936276744
ZCTA5 39058,-666666666,0,0,39058,
ZCTA5 39059,56514,1922,11844,39059,16.227625802093886
ZCTA5 39061,-666666666,0,0,39061,
ZCTA5 39062,50714,164,520,39062,31.538461538461537
ZCTA5 39063,22383,1085,3445,39063,31.494920174165458
ZCTA5 39066,37423,1428,5095,39066,28.02747791952895
ZCTA5 39067,45549,268,1145,39067,23.406113537117903
ZCTA5 39069,-666666666,1446,4421,39069,32.707532232526574
ZCTA5 39071,71792,1022,6740,39071,15.163204747774481
ZCTA5 39073,64862,2578,21226,39073,12.145481956091587
ZCTA5 39074,42158,3188,13436,39074,23.727299791604644
ZCTA5 39078,54879,147,921,39078,15.960912052117262
ZCTA5 39079,22689,482,1170,39079,41.19658119658119
ZCTA5 39082,49087,156,761,39082,20.49934296977661
ZCTA5 39083,38559,2754,9454,39083,29.1305267611593
ZCTA5 39086,24856,686,1603,39086,42.79475982532751
ZCTA5 39088,-666666666,0,39,39088,0.0
ZCTA5 39090,34021,3186,12405,39090,25.683192261185006
ZCTA5 39092,-666666666,1163,3681,39092,31.594675359956533
ZCTA5 39094,53438,433,3640,39094,11.895604395604394
ZCTA5 39095,26684,2031,5497,39095,36.94742586865563
ZCTA5 39096,31250,164,1382,39096,11.866859623733719
ZCTA5 39097,19444,115,273,39097,42.124542124542124
ZCTA5 39108,37875,511,1572,39108,32.50636132315521
ZCTA5 39110,114177,1584,44321,39110,3.573926581078947
ZCTA5 39111,40590,1628,8684,39111,18.747121142330723
ZCTA5 39113,11607,125,193,39113,64.76683937823834
ZCTA5 39114,47592,1979,9927,39114,19.935529364359827
ZCTA5 39115,16403,114,129,39115,88.37209302325581
ZCTA5 39116,54500,224,2506,39116,8.938547486033519
ZCTA5 39117,55390,1858,10581,39117,17.559776958699555
ZCTA5 39119,60000,903,6114,39119,14.769381746810598
ZCTA5 39120,34861,7871,27780,39120,28.333333333333332
ZCTA5 39140,37256,524,2397,39140,21.860659157279933
ZCTA5 39144,18702,302,705,39144,42.836879432624116
ZCTA5 39145,54562,649,5170,39145,12.553191489361701
ZCTA5 39146,30212,1118,3384,39146,33.03782505910166
ZCTA5 39148,-666666666,6,17,39148,35.294117647058826
ZCTA5 39149,53286,348,1509,39149,23.061630218687874
ZCTA5 39150,33592,1918,5621,39150,34.12204234122042
ZCTA5 39152,28828,321,984,39152,32.6219512195122
ZCTA5 39153,46914,278,2541,39153,10.940574576938213
ZCTA5 39154,71595,685,8174,39154,8.380229997553219
ZCTA5 39156,48744,29,590,39156,4.915254237288136
ZCTA5 39157,64534,1670,24767,39157,6.742843299551823
ZCTA5 39159,41875,535,2840,39159,18.838028169014084
ZCTA5 39160,34141,612,2843,39160,21.526556454449526
ZCTA5 39162,-666666666,24,199,39162,12.060301507537687
ZCTA5 39166,35188,250,662,39166,37.764350453172206
ZCTA5 39167,-666666666,0,0,39167,
ZCTA5 39168,38859,1037,5737,39168,18.075649294056127
ZCTA5 39169,25565,1504,3183,39169,47.251021049324535
ZCTA5 39170,63814,907,9160,39170,9.90174672489083
ZCTA5 39173,-666666666,0,0,39173,
ZCTA5 39174,-666666666,0,77,39174,0.0
ZCTA5 39175,35313,628,3228,39175,19.454770755885995
ZCTA5 39176,27321,518,1964,39176,26.37474541751528
ZCTA5 39177,-666666666,10,85,39177,11.76470588235294
ZCTA5 39179,-666666666,346,1456,39179,23.763736263736263
ZCTA5 39180,49957,5750,30779,39180,18.681568601968877
ZCTA5 39183,57656,2680,13092,39183,20.47051634586007
ZCTA5 39189,36152,661,3370,39189,19.61424332344214
ZCTA5 39191,49089,1317,7528,39191,17.494686503719446
ZCTA5 39192,32000,778,1915,39192,40.6266318537859
ZCTA5 39193,-666666666,168,222,39193,75.67567567567568
ZCTA5 39194,35974,4404,13990,39194,31.47962830593281
ZCTA5 39201,70813,65,596,39201,10.906040268456376
ZCTA5 39202,32093,1415,6124,39202,23.10581319399086
ZCTA5 39203,26080,1344,4551,39203,29.53197099538563
ZCTA5 39204,28279,5502,14396,39204,38.21894970825229
ZCTA5 39206,43010,4573,22636,39206,20.202332567591448
ZCTA5 39208,53995,3585,30615,39208,11.709946104850562
ZCTA5 39209,32276,9640,26078,39209,36.96602500191732
ZCTA5 39210,-666666666,0,0,39210,
ZCTA5 39211,62060,1690,22856,39211,7.394119705985299
ZCTA5 39212,48414,7222,30452,39212,23.716012084592144
ZCTA5 39213,26888,6987,20570,39213,33.96694214876033
ZCTA5 39216,39353,838,3273,39216,25.6034219370608
ZCTA5 39217,-666666666,168,168,39217,100.0
ZCTA5 39218,46961,1403,6849,39218,20.484742298145715
ZCTA5 39232,72468,1542,8941,39232,17.246393020914887
ZCTA5 39269,-666666666,0,0,39269,
ZCTA5 39272,69074,675,14258,39272,4.734184317576098
ZCTA5 39301,37688,5098,23575,39301,21.62460233297985
ZCTA5 39305,59208,4033,20487,39305,19.68565431737199
ZCTA5 39307,26039,5374,14388,39307,37.35056991937726
ZCTA5 39309,-666666666,0,0,39309,
ZCTA5 39320,-666666666,109,1894,39320,5.7550158394931366
ZCTA5 39322,45457,103,1775,39322,5.802816901408451
ZCTA5 39323,45553,98,1300,39323,7.538461538461538
ZCTA5 39324,-666666666,0,0,39324,
ZCTA5 39325,64737,762,5995,39325,12.710592160133444
ZCTA5 39326,-666666666,115,251,39326,45.81673306772908
ZCTA5 39327,46647,516,3537,39327,14.58863443596268
ZCTA5 39328,24750,1492,4370,39328,34.14187643020595
ZCTA5 39330,67981,300,2715,39330,11.049723756906078
ZCTA5 39332,57500,675,2101,39332,32.127558305568776
ZCTA5 39335,66344,213,1699,39335,12.536786344908771
ZCTA5 39336,26389,181,1005,39336,18.00995024875622
ZCTA5 39337,54643,269,1649,39337,16.312916919345056
ZCTA5 39338,33547,639,3526,39338,18.122518434486672
ZCTA5 39339,36850,3666,13776,39339,26.61149825783972
ZCTA5 39341,39642,1635,6229,39341,26.24819393161021
ZCTA5 39342,52212,431,1878,39342,22.949946751863685
ZCTA5 39345,38720,1460,5792,39345,25.20718232044199
ZCTA5 39346,47500,301,2084,39346,14.44337811900192
ZCTA5 39347,29750,427,1254,39347,34.05103668261563
ZCTA5 39348,-666666666,249,548,39348,45.43795620437956
ZCTA5 39350,42283,6843,24433,39350,28.007203372488025
ZCTA5 39352,39427,0,447,39352,0.0
ZCTA5 39354,46375,214,2436,39354,8.784893267651888
ZCTA5 39355,43818,1034,5701,39355,18.13716891773373
ZCTA5 39356,-666666666,56,539,39356,10.38961038961039
ZCTA5 39358,40789,200,816,39358,24.509803921568626
ZCTA5 39359,38750,20,258,39359,7.751937984496124
ZCTA5 39360,27313,886,3685,39360,24.043419267299864
ZCTA5 39361,29905,184,1186,39361,15.51433389544688
ZCTA5 39362,51123,735,3599,39362,20.422339538760767
ZCTA5 39363,23202,488,1419,39363,34.390415785764624
ZCTA5 39364,36558,963,2795,39364,34.45438282647585
ZCTA5 39365,46326,1950,8156,39365,23.908778813143698
ZCTA5 39366,25268,247,977,39366,25.281473899692937
ZCTA5 39367,31767,2856,14221,39367,20.082975880739752
ZCTA5 39401,34652,12278,39968,39401,30.719575660528424
ZCTA5 39402,62168,8319,43493,39402,19.127215873818777
ZCTA5 39406,-666666666,0,0,39406,
ZCTA5 39421,50023,799,3151,39421,25.357029514439862
ZCTA5 39422,43032,537,4545,39422,11.815181518151816
ZCTA5 39423,50164,370,2474,39423,14.955537590945836
ZCTA5 39425,57914,346,2805,39425,12.33511586452763
ZCTA5 39426,75632,1823,17419,39426,10.465583558183592
ZCTA5 39427,47989,247,1234,39427,20.016207455429498
ZCTA5 39428,35401,2407,8576,39428,28.066697761194032
ZCTA5 39429,34364,3433,15222,39429,22.55288398370779
ZCTA5 39437,46975,2396,12166,39437,19.694229820812097
ZCTA5 39439,31620,1579,4680,39439,33.73931623931624
ZCTA5 39440,34280,6837,20074,39440,34.058981767460395
ZCTA5 39443,50507,3004,21950,39443,13.685649202733485
ZCTA5 39451,34338,642,3551,39451,18.07941424950718
ZCTA5 39452,48053,5318,26930,39452,19.747493501671
ZCTA5 39455,50453,2279,9015,39455,25.280088740987246
ZCTA5 39456,37404,160,968,39456,16.528925619834713
ZCTA5 39459,46266,1049,4354,39459,24.09278824069821
ZCTA5 39461,-666666666,18,644,39461,2.7950310559006213
ZCTA5 39462,57167,145,1026,39462,14.132553606237815
ZCTA5 39464,54607,341,3322,39464,10.264900662251655
ZCTA5 39465,63074,3140,23415,39465,13.410207132180227
ZCTA5 39466,45419,4897,28702,39466,17.06152881332311
ZCTA5 39470,50524,1470,11068,39470,13.28153234550054
ZCTA5 39474,25380,915,5324,39474,17.186326070623593
ZCTA5 39475,62304,1611,13441,39475,11.985715348560374
ZCTA5 39476,46275,1471,6590,39476,22.321699544764794
ZCTA5 39477,40583,190,559,39477,33.98926654740608
ZCTA5 39478,43622,314,2256,39478,13.918439716312056
ZCTA5 39479,44679,1216,5792,39479,20.994475138121548
ZCTA5 39480,63814,97,2605,39480,3.723608445297505
ZCTA5 39481,49940,76,1652,39481,4.600484261501211
ZCTA5 39482,64942,1189,10536,39482,11.285117691723615
ZCTA5 39483,31795,1543,5926,39483,26.037799527505907
ZCTA5 39501,28701,8563,22420,39501,38.1935771632471
ZCTA5 39503,57866,8453,54047,39503,15.64009103187966
ZCTA5 39507,45589,4051,17949,39507,22.569502479246754
ZCTA5 39520,52301,3205,15080,39520,21.253315649867375
ZCTA5 39525,65601,506,9308,39525,5.43618392780404
ZCTA5 39529,-666666666,0,0,39529,
ZCTA5 39530,32806,2454,7953,39530,30.85628064881177
ZCTA5 39531,50711,2888,18232,39531,15.84028082492321
ZCTA5 39532,59952,3797,34401,39532,11.037469840992994
ZCTA5 39534,-666666666,0,0,39534,
ZCTA5 39540,51594,2715,12663,39540,21.440416962805024
ZCTA5 39553,49555,2820,17623,39553,16.001815808886114
ZCTA5 39556,65126,1788,7949,39556,22.49339539564725
ZCTA5 39560,65663,1714,18141,39560,9.448211234220825
ZCTA5 39561,47563,121,1257,39561,9.626093874303898
ZCTA5 39562,50833,3023,17228,39562,17.5470164847922
ZCTA5 39563,43859,2573,12166,39563,21.149104060496466
ZCTA5 39564,62455,4267,41398,39564,10.30726122034881
ZCTA5 39565,71630,1932,20013,39565,9.653725078698844
ZCTA5 39567,49942,2293,9601,39567,23.882928861576918
ZCTA5 39571,55023,1375,13161,39571,10.447534381885875
ZCTA5 39572,46494,203,1151,39572,17.636837532580365
ZCTA5 39573,68527,819,8787,39573,9.320587231136907
ZCTA5 39574,62567,1601,13039,39574,12.278548968479178
ZCTA5 39576,53088,851,6022,39576,14.131517768183327
ZCTA5 39577,42275,2671,10141,39577,26.33862538211222
ZCTA5 39581,40128,2896,11622,39581,24.918258475305453
ZCTA5 39595,-666666666,0,0,39595,
ZCTA5 39601,43092,5305,23801,39601,22.288979454644764
ZCTA5 39629,43774,961,6102,39629,15.748934775483448
ZCTA5 39630,21250,550,1105,39630,49.7737556561086
ZCTA5 39631,27192,1527,3673,39631,41.57364552137218
ZCTA5 39633,19405,258,718,39633,35.93314763231198
ZCTA5 39635,-666666666,48,235,39635,20.425531914893615
ZCTA5 39638,31560,1146,3566,39638,32.13684800897364
ZCTA5 39641,52774,1202,5212,39641,23.06216423637759
ZCTA5 39643,30455,565,1118,39643,50.536672629695886
ZCTA5 39645,35305,1183,4487,39645,26.365054602184085
ZCTA5 39647,-666666666,189,623,39647,30.337078651685395
ZCTA5 39648,34349,7050,19956,39648,35.327720986169574
ZCTA5 39652,22060,2648,8308,39652,31.872893596533462
ZCTA5 39653,46791,512,2389,39653,21.431561322729177
ZCTA5 39654,35575,954,5257,39654,18.147232261746243
ZCTA5 39656,56500,142,835,39656,17.005988023952096
ZCTA5 39657,27822,449,1419,39657,31.64200140944327
ZCTA5 39661,40737,492,2622,39661,18.76430205949657
ZCTA5 39662,37315,228,1517,39662,15.029663810151614
ZCTA5 39663,37379,848,2249,39663,37.70564695420187
ZCTA5 39664,41813,309,1766,39664,17.497168742921858
ZCTA5 39665,33043,322,1077,39665,29.897864438254413
ZCTA5 39666,44340,2497,11178,39666,22.338522096976206
ZCTA5 39667,32551,3147,10945,39667,28.752855185015992
ZCTA5 39668,-666666666,477,963,39668,49.532710280373834
ZCTA5 39669,30148,441,4156,39669,10.6111645813282
ZCTA5 39701,21151,3938,11760,39701,33.48639455782313
ZCTA5 39702,49671,4971,23020,39702,21.594265855777582
ZCTA5 39705,72715,1359,12204,39705,11.135693215339233
ZCTA5 39730,46327,2317,10939,39730,21.181095164091783
ZCTA5 39735,41076,603,3810,39735,15.826771653543306
ZCTA5 39736,17061,128,365,39736,35.06849315068493
ZCTA5 39737,58125,11,124,39737,8.870967741935484
ZCTA5 39739,36060,1041,2774,39739,37.52703677000721
ZCTA5 39740,73575,464,5777,39740,8.031850441405574
ZCTA5 39741,30530,219,1467,39741,14.92842535787321
ZCTA5 39743,44565,247,1990,39743,12.412060301507537
ZCTA5 39744,42618,1258,5738,39744,21.92401533635413
ZCTA5 39745,28531,182,668,39745,27.245508982035926
ZCTA5 39746,39784,149,2562,39746,5.815768930523029
ZCTA5 39747,42762,382,1466,39747,26.05729877216917
ZCTA5 39750,43650,576,3552,39750,16.216216216216218
ZCTA5 39751,53684,310,1390,39751,22.302158273381295
ZCTA5 39752,53561,286,2369,39752,12.072604474461798
ZCTA5 39753,-666666666,0,0,39753,
ZCTA5 39755,51576,50,827,39755,6.045949214026603
ZCTA5 39756,40833,521,1554,39756,33.526383526383526
ZCTA5 39759,39854,12634,43315,39759,29.167724806648966
ZCTA5 39762,-666666666,0,0,39762,
ZCTA5 39766,64646,113,3165,39766,3.5703001579778832
ZCTA5 39767,40921,66,804,39767,8.208955223880597
ZCTA5 39769,52188,166,1287,39769,12.898212898212899
ZCTA5 39771,53229,7,118,39771,5.932203389830509
ZCTA5 39772,31767,442,1814,39772,24.366041896361633
ZCTA5 39773,35590,3481,14777,39773,23.5568789334777
ZCTA5 39776,40625,270,1186,39776,22.765598650927487
ZCTA5 39813,39188,594,1841,39813,32.26507332971211
ZCTA5 39815,43625,533,1599,39815,33.33333333333333
ZCTA5 39817,43438,2565,10204,39817,25.13720109760878
ZCTA5 39819,44306,2044,12003,39819,17.029076064317252
ZCTA5 39823,39071,2195,8508,39823,25.79924776680771
ZCTA5 39824,31339,106,680,39824,15.588235294117647
ZCTA5 39825,57276,253,1733,39825,14.598961338718986
ZCTA5 39826,29444,176,715,39826,24.615384615384617
ZCTA5 39827,52723,508,4651,39827,10.922382283379918
ZCTA5 39828,43697,2982,15020,39828,19.85352862849534
ZCTA5 39832,-666666666,0,4,39832,0.0
ZCTA5 39834,48750,456,2207,39834,20.661531490711376
ZCTA5 39836,41591,25,411,39836,6.082725060827251
ZCTA5 39837,52735,1235,6033,39837,20.47074424001326
ZCTA5 39840,27695,1431,4477,39840,31.963368327004694
ZCTA5 39841,51167,63,753,39841,8.366533864541832
ZCTA5 39842,37237,2394,7351,39842,32.566997687389474
ZCTA5 39845,40370,2105,8065,39845,26.10043397396156
ZCTA5 39846,37200,566,1642,39846,34.47015834348356
ZCTA5 39851,28445,529,1755,39851,30.142450142450144
ZCTA5 39854,35938,408,2392,39854,17.05685618729097
ZCTA5 39859,31944,286,1000,39859,28.599999999999998
ZCTA5 39861,40170,195,1063,39861,18.344308560677327
ZCTA5 39862,45817,174,1009,39862,17.244796828543112
ZCTA5 39866,28929,90,349,39866,25.787965616045845
ZCTA5 39867,-666666666,109,348,39867,31.321839080459768
ZCTA5 39870,40455,483,1801,39870,26.81843420322043
ZCTA5 39877,52852,70,511,39877,13.698630136986301
ZCTA5 39885,-666666666,8,23,39885,34.78260869565217
ZCTA5 39886,33839,455,1428,39886,31.862745098039213
ZCTA5 39897,49211,536,3553,39897,15.08584294962004
ZCTA5 40003,59811,333,1962,40003,16.972477064220186
ZCTA5 40004,62637,2603,30021,40004,8.670597248592651
ZCTA5 40006,62181,970,4859,40006,19.962955340605063
ZCTA5 40007,-666666666,12,20,40007,60.0
ZCTA5 40008,52606,397,3733,40008,10.634878114117331
ZCTA5 40009,55278,279,1460,40009,19.10958904109589
ZCTA5 40010,140529,0,612,40010,0.0
ZCTA5 40011,58295,364,2527,40011,14.40443213296399
ZCTA5 40012,70951,85,735,40012,11.564625850340136
ZCTA5 40013,81875,311,5809,40013,5.353761404716819
ZCTA5 40014,107115,1209,22509,40014,5.371184859389578
ZCTA5 40019,43029,1093,3879,40019,28.17736530033514
